id,dataset,question,reference_answer,question_type,question_subtype,source_row_id,source_category_labels,source_text_preview,hop_type,multi_hop_stub,hop_source_ids
history_sh_023,history,How did Dr. Cenac begin his research into the history of livestock brands in Terrebonne Parish?,"Dr. Cenac began his research by combing through courthouse documents for the original brand registration of his great grandfather, which led him to uncover ledger books that provided insights into the early agrarian foundations of the area.",descriptive,single_specific,26124.0,,Livestock Brands and Marks: An Unexpected Bayou Country History: 18221946 Pioneer Families: Terrebon,single,,
history_sh_024,history,What type of content does Susan Wilson include in her guide about Boston?,"Susan Wilson's guide includes a comprehensive listing of things to do in the Boston area, along with stories about buildings and information on various historic sites and settings.",categorical,single_specific,17315.0,,Boston Sites and Insights: An Essential Guide to Historic Landmarks In and Around Boston The book I',single,,
history_sh_025,history,How many children do Donald R. Burgett and his wife Twyla have?,Donald R. Burgett and his wife Twyla have five children.,descriptive,single_specific,26138.0,,Beyond the Rhine: Beyond the Rhine is the fourth volume in the series 'Donald R. Burgett a Screaming,single,,
history_sh_026,history,What significant historical themes does Andrea Stuart explore in her family history?,"Andrea Stuart explores the realities of race, class, and sex in the context of Caribbean slavery and sugar production, as well as the ambitions of black West Indians in their immigrant journeys.",descriptive,single_specific,5005.0,,"Sugar in the Blood: A Family's Story of Slavery and Empire Biographer Stuart found George Ashby, her",single,,
history_sh_027,history,Who are the authors of A Colorado History and what are their affiliations?,"The authors of A Colorado History are Carl Ubbelohde, who is a professor emeritus at Case Western Reserve University, Maxine Benson, an independent historian and former state historian with the Colorado Historical Society, and Duane Smith, a professor of history and southwest studies at Fort Lewis College in Durango, Colorado.",relational,single_specific,22589.0,,"A Colorado History, 10th Edition (The Pruett Series) A Colorado History has been, since its first ap",single,,
history_sh_028,history,How did the Gestapo's operations depend on the German population during its rise to power?,"The Gestapo relied on the cooperation of the German people, who willingly provided thousands of leads to the organization, believing it was acting in the legitimate interests of the State.",descriptive,single_specific,23287.0,,An Illustrated History of the Gestapo Journalist Butler has written a trivia-rich volume on what was,single,,
history_sh_029,history,What does Finocchiaro aim to achieve with the original documents included in his book on Galileo's trial?,"Finocchiaro aims to allow readers to form their own conclusions based on the original documents, rather than imposing his interpretations.",descriptive,single_specific,35278.0,,The Trial of Galileo: Essential Documents (Hackett Classics) &quot;Finocchiaro is the foremost schol,single,,
history_sh_030,history,What evidence did Lombardo find that contradicts the claim of feeblemindedness in Carrie Buck's family?,"Lombardo uncovered indisputable evidence that there was no feeblemindedness in Carrie Buck's family, including previously unknown correspondence from her attorney who provided a deliberately insufficient defense.",descriptive,single_specific,16041.0,,"Three Generations, No Imbeciles: Eugenics, the Supreme Court, and &lt;I&gt;Buck v. Bell&lt;/I&gt; St",single,,
history_sh_031,history,How does Alexander reinterpret Booker T. Washington's role in the civil rights movement according to the text?,"Alexander places Booker T. Washington, typically viewed as a conservative leader, into a more progressive context by highlighting his covert involvement with more militant civil rights organizations.",descriptive,single_specific,18938.0,,An Army of Lions: The Civil Rights Struggle Before the NAACP (Politics and Culture in Modern America,single,,
history_sh_032,history,What is the name of the weekly program hosted by Robert Hieronimus?,The name of the weekly program hosted by Robert Hieronimus is 21st Century Radio with Dr. Bob Hieronimus.,descriptive,single_specific,23905.0,,"America's Secret Destiny: Spiritual Vision and the Founding of a Nation Robert Hieronimus, Ph.D., is",single,,
history_sh_033,history,What is one of the specific awards that Paul S. Boyer received for his work on Salem Possessed?,Paul S. Boyer received the John H. Dunning Prize of the American Historical Association for his co-authored work Salem Possessed: The Social Origins of Witchcraft.,descriptive,single_specific,26525.0,,"The Enduring Vision: A History of the American People, Volume II: Since 1865 ""THE ENDURING VISION ha",single,,
history_sh_034,history,What significant land did Michigan gain despite losing the Toledo Strip during its boundary dispute with Ohio?,Michigan gained the Upper Peninsula in return for losing the Toledo Strip.,descriptive,single_specific,39349.0,,"Michigan, the Great Lakes State: An Illustrated History The chaps from the Wolverine state are the a",single,,
history_agg_000,history,"How did the development of London as a multicultural metropolis in the 19th century, the theological debates surrounding Arianism in early Christianity, and the economic strategies of Colonial Georgia influenced social structures and cultural identities in their respective contexts?","The development of London as a multicultural metropolis in the 19th century, as described in Inwood's 'A History of London', highlights the city's evolution through immigration and the coexistence of diverse ethnic and religious groups, which shaped its social fabric. In contrast, the Arian Controversy discussed in 'The Search for the Christian Doctrine of God' reflects early Christian theological debates that influenced religious identity and community structures within the Christian faith. Meanwhile, 'On the Rim of the Caribbean' illustrates how Colonial Georgia's adoption of West Indian plantation culture and economic strategies created a distinct social hierarchy, heavily reliant on slavery, which further differentiated it from other North American colonies. Together, these works demonstrate how urban development, theological discourse, and colonial economic practices contributed to the formation of complex social identities across different historical and geographical landscapes.",descriptive,aggregate_cross_paper,,"['Americas', 'Europe', 'World']",,single,,
history_agg_001,history,"How do the themes of foreign encounters and domestic conflict in 'Barbarian Virtues,' the experiences of soldiers in the Winter War as described in 'Finnish Soldier vs Soviet Soldier,' and the struggles of the Kentucky Confederates in 'The Orphan Brigade' reflect the complexities of national identity and conflict during their respective historical periods?","All three books explore the theme of national identity in the face of conflict, whether through America's interactions with foreign peoples in 'Barbarian Virtues,' the Finnish and Soviet soldiers' experiences during the Winter War, or the internal struggles of the Kentucky Confederates in 'The Orphan Brigade.' They highlight how external and internal conflicts shape a nation's character and the identity of its people, illustrating the multifaceted nature of patriotism and belonging during times of war.",descriptive,aggregate_cross_paper,,"['Americas', 'Europe', 'World']",,single,,
history_agg_002,history,"How do the themes of territorial expansion in 'From Sea to Shining Sea', the strategic military innovations in 'The Vauban Fortifications of France', and the international intrigue surrounding Tibet in 'Trespassers on the Roof of the World' reflect the broader historical context of nation-building and military strategy in the 19th and early 20th centuries?","The themes of territorial expansion in 'From Sea to Shining Sea' illustrate the United States' aggressive pursuit of land and resources, often at the expense of indigenous cultures and international relations. In contrast, 'The Vauban Fortifications of France' highlights the importance of military strategy and engineering in defending and expanding territories during conflicts in Europe. Meanwhile, 'Trespassers on the Roof of the World' showcases the geopolitical maneuvering and exploration efforts by Western powers to penetrate and influence Tibet, reflecting the global competition for influence and territory. Together, these books demonstrate how military strategy, territorial ambitions, and international relations intertwined to shape the modern world during this era.",descriptive,aggregate_cross_paper,,"['Americas', 'Europe', 'Military', 'World']",,single,,
history_agg_003,history,"How do the themes of conflict and cultural transformation manifest differently in the contexts of American teen religiosity, the War of 1812, and the Belle Epoque in Paris, and what can be inferred about the societal responses to these conflicts in each case?","In 'Almost Christian,' Kenda Creasy Dean discusses the conflict between traditional Christian teachings and the apathy of modern American teenagers, highlighting a cultural transformation in religious engagement. In 'The American Invasion of Canada,' Pierre Berton examines the military conflict of the War of 1812, which reflects the societal ambitions and tensions between the U.S. and British North America, leading to significant national identity formation. Meanwhile, 'Dawn of the Belle Epoque' by Mary McAuliffe portrays the cultural rebirth in Paris following the Franco-Prussian War, showcasing how artistic and political conflicts shaped a new societal landscape. Together, these works illustrate how societies respond to conflict—whether through a search for deeper meaning in faith, the forging of national identity through war, or the flourishing of culture and art in the aftermath of political upheaval.",descriptive,aggregate_cross_paper,,"['Americas', 'Ancient Civilizations', 'Europe', 'Military', 'World']",,single,,
history_agg_004,history,"How do the themes of transformation and resilience manifest in the narratives of Gal's personal struggles, the societal changes depicted in Berenice Abbott's photography, and the religious upheavals of the European Reformations?","In 'Gal: A True Life', the theme of resilience is evident as the protagonist overcomes a traumatic childhood and abusive relationships to find strength and healing through love. Similarly, 'New York Changing' illustrates transformation through the juxtaposition of Abbott's historical photographs and contemporary images, showcasing how the city evolves while retaining its core identity. In 'The European Reformations Sourcebook', the religious upheavals reflect a significant transformation in societal beliefs and practices, with reformers advocating for change amidst resistance. Together, these works highlight the interplay of personal and societal transformations, emphasizing resilience in the face of adversity.",descriptive,aggregate_cross_paper,,"['Americas', 'Historical Study & Educational Resources', 'World']",,single,,
history_agg_005,history,"How do the historical narratives and cultural perspectives presented in 'A Korean History for International Readers', 'Footsteps of the Cherokees', and 'Mobile Under Siege' reflect the impact of external influences on local histories, and what contrasting themes emerge from these interactions?","The narratives in 'A Korean History for International Readers' highlight the influence of Japanese colonialism and Western perspectives on Korean history, emphasizing the importance of local voices in shaping historical understanding. In 'Footsteps of the Cherokees', the interactions between the Cherokee Nation and European Americans illustrate the complexities of cultural exchange and conflict, particularly in the context of land and identity. Meanwhile, 'Mobile Under Siege' discusses the impact of the Union blockade during the Civil War on the local economy and society in Mobile, showcasing how external military actions influenced community resilience and adaptation. Together, these books reveal contrasting themes of resistance, adaptation, and the struggle for identity in the face of external pressures, illustrating how local histories are shaped by broader historical forces.",descriptive,aggregate_cross_paper,,"['Americas', 'Asia', 'World']",,single,,
history_agg_006,history,"How do the themes of faith and morality in 'God in Action', the dynamics of power and cultural interactions in 'The Native Ground', and the struggles for justice and reconciliation in 'A White Preacher's Message on Race and Reconciliation' illustrate the complexities of societal change in different historical contexts?","The themes of faith and morality in 'God in Action' emphasize the role of religious values in shaping societal norms and addressing contemporary issues, suggesting that faith can be a catalyst for social renewal. In contrast, 'The Native Ground' explores the intricate relationships and power dynamics between Native Americans and European colonists, highlighting how cultural interactions and conflicts influenced the development of the region. Meanwhile, 'A White Preacher's Message on Race and Reconciliation' reflects on the civil rights movement, illustrating the moral imperative for justice and equality, and the importance of allyship in overcoming racial divides. Together, these books demonstrate that societal change is often driven by a combination of moral conviction, cultural interactions, and the struggle for justice across different historical landscapes.",descriptive,aggregate_cross_paper,,"['Americas', 'Asia', 'World']",,single,,
history_agg_007,history,"How do the themes of industrial decline, local historical preservation, and military conflict intersect in the narratives presented in 'Lost Steel Plants of the Monongahela River Valley,' 'Belmont,' and 'Cavalry Battle That Saved the Union'?","The narratives in 'Lost Steel Plants of the Monongahela River Valley' and 'Belmont' both highlight the significance of local history and the impact of industrial decline on communities, while 'Cavalry Battle That Saved the Union' provides a historical military context that shaped the region's development. Together, these books illustrate how industrial and military histories are intertwined, reflecting on how the decline of industries like steel can affect local identity and historical memory, while also considering the military conflicts that have historically influenced the socio-economic landscape of areas like Pittsburgh and Belmont.",descriptive,aggregate_cross_paper,,"['Americas', 'Europe', 'Military']",,single,,
history_agg_008,history,"How do the themes of betrayal and loyalty manifest differently in the contexts of the Spanish Civil War, the American Revolution, and the Viking Age, as discussed in the respective histories of military figures and societal structures in the books provided?","In 'Fiat CR.32 Aces of the Spanish Civil War,' betrayal is explored through the lens of the Nationalist/Fascist airmen, highlighting their loyalty to a regime that sought to suppress dissent. In 'The traitor and the spy: Benedict Arnold and John Andre,' betrayal is personified in Arnold's defection to the British, contrasting with the loyalty of American patriots fighting for independence. Meanwhile, 'The Age of the Vikings' presents a more complex view of loyalty, where Viking chieftains often balanced their allegiances between raiding and trade, reflecting a pragmatic approach to loyalty that differed from the ideological fervor seen in the other two contexts. Together, these books illustrate how betrayal and loyalty are shaped by the political and social landscapes of their respective eras.",descriptive,aggregate_cross_paper,,"['Americas', 'Ancient Civilizations', 'Europe', 'World']",,single,,
history_agg_009,history,"How do the economic practices and societal structures in Colonial Georgia, as described in 'On the Rim of the Caribbean,' compare to the urban organization and daily life in Tenochtitlan, as explored in 'Tenochtitlan: Capital of the Aztec Empire,' and what role did the cultural influences from both regions play in shaping their respective histories, particularly in relation to the impact of European colonization as discussed in 'G.I. Nightingales: The Army Nurse Corps in World War II'?","Colonial Georgia's economy was heavily influenced by West Indian plantation culture, leading to a society structured around slavery and economic gain, as detailed in 'On the Rim of the Caribbean.' In contrast, Tenochtitlan's organization was marked by a complex urban landscape with a focus on daily life and cultural practices, as described in 'Tenochtitlan: Capital of the Aztec Empire.' Both regions faced significant changes due to European colonization, which disrupted their established systems. The experiences of the Army Nurse Corps during WWII, as chronicled in 'G.I. Nightingales,' reflect the broader impacts of war and colonization on societal roles and the contributions of women, highlighting how these historical narratives intersect through themes of cultural adaptation and resilience in the face of external pressures.",descriptive,aggregate_cross_paper,,"['Americas', 'Military', 'World']",,single,,
history_agg_010,history,"How do the themes of exploration and cultural transformation in 'Wicked River', 'The Lost Treasure of King Juba', and 'Harlem: The Four Hundred Year History from Dutch Village to Capital of Black America' reflect the complexities of American identity and history, particularly in relation to the interactions between different cultures and the impact of geography on these narratives?","In 'Wicked River', the exploration of the Mississippi River serves as a metaphor for the untamed and often violent aspects of American identity, showcasing the interactions between indigenous populations and European settlers. 'The Lost Treasure of King Juba' presents an alternative narrative of exploration, suggesting that Africans reached America long before Columbus, thus challenging the traditional Eurocentric view of discovery and highlighting the contributions of African cultures to American history. Meanwhile, 'Harlem' chronicles the transformation of a neighborhood from a Dutch colonial outpost to a vibrant center of African American culture, illustrating how migration and cultural exchange shape urban identities. Together, these books reveal the multifaceted nature of American history, emphasizing the importance of diverse cultural narratives and the geographical contexts that influence them.",relational,aggregate_cross_paper,,"['Americas', 'Arctic & Antarctica', 'Europe']",,single,,
history_agg_011,history,"How did the naval strategies and achievements of Horatio Nelson during the Napoleonic Wars compare to the tactics employed by pirates in the Caribbean, and what influence did these maritime conflicts have on the political landscape of Europe during the Dark Ages as discussed in Chris Wickham's analysis?","Horatio Nelson's naval strategies, particularly his emphasis on aggressive tactics and decisive engagements, were a stark contrast to the opportunistic and often guerrilla-style tactics employed by pirates in the Caribbean, who relied on speed and surprise. While Nelson's victories helped solidify British naval supremacy and influenced European politics by ensuring British control over trade routes, the piracy of the Caribbean era also reflected the political instability and economic motivations of the time, as discussed in Wickham's examination of the Dark Ages. The interplay between these maritime conflicts illustrates how naval power shaped political dynamics in Europe, with Nelson's achievements reinforcing state power while piracy highlighted the challenges to that power.",descriptive,aggregate_cross_paper,,"['Americas', 'Europe', 'Military', 'World']",,single,,
history_agg_012,history,"How do the military strategies and historical contexts presented in 'American Iliad,' 'General George H. Thomas,' and 'The Army of Tennessee' reflect the differing challenges faced by American forces during World War II and the Civil War, particularly in relation to regional dynamics and leadership styles?","In 'American Iliad,' the operational history of the 18th Infantry Regiment during World War II showcases the challenges of modern warfare, including the complexities of North African and European theaters, emphasizing the importance of unit cohesion and leadership under fire. In contrast, 'General George H. Thomas' highlights the strategic decisions and battlefield tactics employed by Thomas in the Civil War, particularly in the Western Theater, where he faced both military and political challenges that affected his recognition. 'The Army of Tennessee' provides insight into the Confederate military strategies and the regional dynamics of the South, illustrating how local conditions and leadership influenced the outcomes of battles. Together, these books reveal how different historical contexts and leadership styles shaped military strategies and responses to the unique challenges of their respective conflicts.",descriptive,aggregate_cross_paper,,"['Americas', 'Middle East', 'Military']",,single,,
history_agg_013,history,"How do the themes of resilience and transformation manifest in the historical narratives of ancient civilizations, modern urban decay, and wartime experiences as depicted in 'Egyptian Magic', 'Forgotten Detroit', and 'B-17: Combat Missions'?","In 'Egyptian Magic', resilience is portrayed through the enduring legacy of ancient Egyptian beliefs and practices that have influenced cultures over millennia. 'Forgotten Detroit' illustrates transformation through the city's decline and the potential for renewal, highlighting how historical challenges can lead to new beginnings. Meanwhile, 'B-17: Combat Missions' captures the resilience of aircrews during World War II, showcasing their bravery and the transformative impact of war on both individuals and society. Together, these books reflect on how civilizations adapt and evolve in the face of adversity.",descriptive,aggregate_cross_paper,,"['Americas', 'Ancient Civilizations', 'Europe', 'Middle East', 'Military']",,single,,
history_agg_014,history,"How did the technological advancements in automatic weapons, as discussed in 'Rapid Fire', influence the aerial combat strategies of the SBD Dauntless units during World War II, and how does this relate to the broader context of military leadership and decision-making illustrated in 'Inside Hitler's Bunker' and the entrepreneurial spirit of figures like Belinda Mulrooney during the gold rush era?","The advancements in automatic weapons detailed in 'Rapid Fire' provided the necessary firepower that influenced aerial combat strategies, allowing SBD Dauntless units to effectively engage enemy forces and contribute to key victories in the Pacific Theater. This technological evolution parallels the military leadership challenges faced by figures like Hitler during the final days of the Third Reich, as described in 'Inside Hitler's Bunker', where decisions were heavily impacted by the available military technology and the deteriorating situation. Furthermore, the entrepreneurial spirit of Belinda Mulrooney during the gold rush era showcases how individuals adapted to their environments and leveraged available resources, much like military leaders who had to adapt strategies based on the technological advancements of their time.",descriptive,aggregate_cross_paper,,"['Americas', 'Europe', 'Military']",,single,,
history_agg_015,history,"How do the themes of conflict and power dynamics in the histories of the American Civil War, the Barbarians' invasion of Europe, and the colonial and post-colonial experiences in Morocco and the Maghrib region reflect the broader struggles for identity and governance in their respective societies?","The American Civil War, as illustrated by Colonel William C. Oates's experiences, showcases the internal conflict within the United States over issues of governance, identity, and race, paralleling the struggles faced in Morocco during its colonial period and subsequent independence, where power was monopolized by the monarchy. Similarly, the invasions of Europe by the Barbarians highlight the shifts in power dynamics and governance as new groups imposed their laws and cultures, often leading to significant societal changes. Together, these histories illustrate how conflict shapes national identity and governance across different regions and eras.",descriptive,aggregate_cross_paper,,"['Africa', 'Americas', 'Europe', 'World']",,single,,
history_agg_016,history,"How do the themes of conflict and cultural identity manifest differently in the contexts of the Old South, the Wars of the Roses, and the Anasazi of Canyon de Chelly, and what insights do these differences provide about the societies involved?","In the Old South, as explored in 'Slavery and Freedom,' conflict arises from the institution of slavery and the struggle for emancipation, highlighting the deep cultural divisions and the quest for identity among enslaved people and their oppressors. In 'The Wars of the Roses,' the conflict is rooted in dynastic struggles for power, showcasing how personal ambitions and familial ties shape cultural identity in a feudal society. Meanwhile, 'Houses Beneath the Rocks' examines the Anasazi's cultural identity through their architectural remnants and the conflicts they faced, including environmental challenges and later confrontations with the Navajo. Together, these books illustrate how conflict can both fracture and forge cultural identities, revealing the complexities of human societies across different historical contexts.",descriptive,aggregate_cross_paper,,"['Americas', 'Europe', 'Military']",,single,,
history_agg_017,history,"How do the themes of conflict and resilience manifest in the historical narratives of the Battle of New Orleans, the Civil War, and the experiences of American volunteer airmen in World War I as presented in these books?","The Battle of New Orleans illustrates resilience through the defense of territory and the cultural significance of plantation homes during the War of 1812. In 'Fateful Lightning,' the Civil War represents a profound conflict over national identity and the struggle for emancipation, showcasing resilience through the perseverance of soldiers and civilians alike. Meanwhile, the Lafayette Escadrille highlights the bravery and commitment of American volunteer airmen in World War I, emphasizing their role in a foreign conflict and their determination to support allies. Together, these narratives depict how different conflicts shaped American identity and resilience across various historical contexts.",descriptive,aggregate_cross_paper,,"['Americas', 'Military', 'World']",,single,,
history_agg_018,history,"How do the themes of transportation and community development in 'Catalina by Sea: A Transportation History', 'Trenton', and 'Nashville's Inglewood' contrast with the military strategies discussed in 'Whirlwind: The Air War Against Japan' and 'German Mountain & Ski Troops, 1939-45'? What insights can be drawn about the impact of transportation and community on wartime efforts and military logistics?","The books 'Catalina by Sea: A Transportation History', 'Trenton', and 'Nashville's Inglewood' emphasize the importance of transportation and community development in shaping local histories and economies, illustrating how these factors contribute to a region's identity and resilience. In contrast, 'Whirlwind: The Air War Against Japan' and 'German Mountain & Ski Troops, 1939-45' focus on military strategies and the logistics of warfare, highlighting how transportation plays a crucial role in military operations and the movement of troops and resources. Synthesizing these perspectives reveals that effective transportation networks not only support civilian life and community cohesion but also enhance military efficiency and effectiveness during wartime, suggesting that the health of a community can directly influence its capacity to support military endeavors.",descriptive,aggregate_cross_paper,,"['Americas', 'Military', 'World']",,single,,
history_agg_019,history,"How do the themes of community resilience and adaptation in the face of change manifest in both the Roman Empire as described in 'What Life Was Like: When Rome Ruled the World', the development of the Old Mine Road in 'The Old Mine Road', and the evolution of Fisherman's Wharf in 'San Francisco's Fisherman's Wharf'? What similarities and differences can be observed in the ways these communities responded to external pressures and internal challenges?","In 'What Life Was Like: When Rome Ruled the World', the Roman Empire showcases resilience through its power structure and social classes adapting to various challenges, including military discord and cultural shifts. Similarly, 'The Old Mine Road' illustrates how Dutch settlers adapted their infrastructure to access resources, reflecting a community's resilience in utilizing natural landscapes for economic gain. In 'San Francisco's Fisherman's Wharf', the community's tenacity in preserving its heritage amidst urban development highlights a different form of adaptation, focusing on cultural identity and tourism. While all three examples demonstrate resilience, they differ in their contexts: the Roman Empire faced external military pressures, the Dutch settlers dealt with resource accessibility, and the Fisherman's Wharf community confronted modernization and preservation challenges.",descriptive,aggregate_cross_paper,,"['Americas', 'Ancient Civilizations', 'World']",,single,,
