id,question,reference_answer,generated_answer,retrieved_contexts,question_type,faithfulness,answer_relevance,context_relevance,question_subtype,source_category_labels
arxiv_sh_015,What is the primary factor that determines the dominant tail in small spherically symmetric solutions of nonlinear wave equations?,The dominant tail results from the competition between linear and nonlinear effects.,The dominant tail in small spherically symmetric solutions of nonlinear wave equations is determined by the competition between linear and nonlinear effects.,"['Linear and nonlinear tails II: exact decay rates in spherical symmetry We derive the exact late-time asymptotics for small spherically symmetric solutions of nonlinear wave equations with a potential. The dominant tail is shown to result from the competition between linear and nonlinear effects.', 'The cubic nonlinear Schr\\""odinger equation in two dimensions with radial data We establish global well-posedness and scattering for solutions to the mass-critical nonlinear Schr\\""odinger equation $iu_t + \\Delta u = \\pm |u|^2 u$ for large spherically symmetric L^2_x(\\R^2) initial data; in the focusing case we require, of course, that the mass is strictly less than that of the ground state. As a consequence, we deduce that in the focusing case, any spherically symmetric blowup solution must concentrate at least the mass of the ground state at the blowup time. We also establish some partial results towards the analogous claims in other dimensions and without the assumption of spherical symmetry.', ""Possible discovery of a nonlinear tail and second-order quasinormal modes in black hole ringdown We investigate the nonlinear evolution of black hole ringdown in the framework of higher-order metric perturbation theory. By solving the initial-value problem of a simplified nonlinear field model analytically as well as numerically, we find that (i) second-order quasinormal modes (QNMs) are indeed excited at frequencies different from those of first-order QNMs, as predicted recently. We also find serendipitously that (ii) late-time evolution is dominated by a new type of power-law tail. This ``second-order power-law tail'' decays more slowly than any late-time tails known in the first-order (i.e., linear) perturbation theory, and is generated at the wavefront of the first-order perturbation by an essentially nonlinear mechanism. These nonlinear components should be particularly significant for binary black hole coalescences, and could open a new precision science in gravitational wave studies.""]",descriptive,1.0,0.9575935861462131,1.0,single_specific,
arxiv_sh_016,How does the proximity force approximation compare to the actual Casimir torque calculated in the study?,The proximity force approximation overestimates the Casimir torque by a factor of 2 when considering the conditions that optimize the effect.,The proximity force approximation tends to overestimate the Casimir torque by a factor of 2 when considering the conditions that optimize the effect. This discrepancy highlights the differences between the results obtained from the approximation and the actual calculations performed in the study.,"['On the accuracy of the PFA: analogies between Casimir and electrostatic forces We present an overview of the validity of the Proximity Force Approximation (PFA) in the calculation of Casimir forces between perfect conductors for different geometries, with particular emphasis for the configuration of a cylinder in front of a plane. In all cases we compare the exact numerical results with those of PFA, and with asymptotic expansions that include the next to leading order corrections. We also discuss the similarities and differences between the results for Casimir and electrostatic forces.', 'Casimir torque between corrugated metallic plates We consider two parallel corrugated plates and show that a Casimir torque arises when the corrugation directions are not aligned. We follow the scattering approach and calculate the Casimir energy up to second order in the corrugation amplitudes, taking into account nonspecular reflections, polarization mixing and the finite conductivity of the metals. We compare our results with the proximity force approximation, which overestimates the torque by a factor 2 when taking the conditions that optimize the effect. We argue that the Casimir torque could be measured for separation distances as large as 1 $\\mu{\\rm m}.$', 'The thermal Casimir effect for rough metallic plates We propose a new theory of thermal Casimir effect, holding for the experimentally important case of metallic surfaces with a roughness having a spatial scale smaller than the skin depth. The theory is based on a simple phenomenological model for a rough conductor, that explicitly takes account of the fact that ohmic conduction in the immediate vicinity of the surface of a conductor is much impeded by surface roughness, if the amplitude of roughness is smaller than the skin depth. As a result of the new model, we find that surface roughness strongly influences the magnitude of the thermal correction to the Casimir force, independently of the plates separation. Our model, while consistent with recent accurate measurements of the Casimir force in the submicron range, leads to a new prediction for the not yet observed thermal correction to the Casimir force at large plates separation. Besides the thermal Casimir problem, our model is relevant for the correct theoretical interpretation of current experiments probing other proximity effects between conductors, like radiative heat transfer and quantum friction.']",descriptive,1.0,0.9148229583776359,1.0,single_specific,
arxiv_sh_017,How are the Zernike functions defined in relation to the angular bases?,"The Zernike functions are defined by multiplying the radial polynomials by the angular bases, which include the azimuth and polar angle.","The Zernike functions are defined by multiplying the radial polynomials by the angular bases, which include the azimuth and polar angle. This combination allows for the transformation of the functions into and from the Cartesian coordinate system.","['Zernike Basis to Cartesian Transformations The radial polynomials of the 2D (circular) and 3D (spherical) Zernike functions are tabulated as powers of the radial distance. The reciprocal tabulation of powers of the radial distance in series of radial polynomials is also given, based on projections that take advantage of the orthogonality of the polynomials over the unit interval. They may play a role in the expansion of products of the polynomials into sums, which is demonstrated by some examples. Multiplication of the polynomials by the angular bases (azimuth, polar angle) defines the Zernike functions, for which we derive and tabulate transformations to and from the Cartesian coordinate system centered at the middle of the circle or sphere.', 'Bernstein polynomials, Bergman kernels and toric K\\""ahler varieties It does not seem to have been observed previously that the classical Bernstein polynomials $B_N(f)(x)$ are closely related to the Bergman-Szego kernels $\\Pi_N$ for the Fubini-Study metric on $\\CP^1$: $B_N(f)(x)$ is the Berezin symbol of the Toeplitz operator $\\Pi_N f(N^{-1} D_{\\theta})$. The relation suggests a generalization of Bernstein polynomials to any toric Kahler variety and Delzant polytope $P$. When $f$ is smooth, $B_N(f)(x)$ admits a complete asymptotic expansion. Integrating it over $P$ gives a complete asymptotic expansion for Dedekind-Riemann sums of smooth functions over lattice points in $N P$ related to Euler-MacLaurin sum formulae of Guillemin-Sternberg and others.', 'On the Riemann zeta-function, Part I: Outline Results of a multipart work are outlined. Use is made therein of the conjunction of the Riemann hypothesis, RH, and hypotheses advanced by the author. Let z(n) be the nth nonreal zero of the Riemann zeta-function with positive imaginary part in order of magnitude thereof. A relation is obtained, of the pair z(n) and the first derivative thereat of the zeta-function, to the preceding such pairs and the values of zeta at the points one-half plus a nonnegative multiple of four. That relation is derived from two forms of the density of the Laplace representation, on a certain vertical strip, of a meromorphic function constructed from zeta. Specific functions which play a central role therein are proven to have analytic extensions to the entire complex plane. It is established that the Laplace density is positive. That positivity implies RH and that each nonreal zero of zeta is simple. A metric geometry expression of the positivity of the density is derived. An analogous context is delineated relative to Dirichlet L-functions and the Ramanujan tau Dirichlet function.']",descriptive,0.75,0.8278025551986213,1.0,single_specific,
arxiv_sh_018,What issue is noted regarding the Petrosian magnitudes of extended sources in the UKIDSS data?,"The text mentions a problem affecting the Petrosian magnitudes of extended sources, which is one of the limitations examined in the new UKIDSS data.","An issue affecting the Petrosian magnitudes of extended sources is noted in the UKIDSS data, which may impact the accuracy of the measurements.","['Luminosity and surface brightness distribution of K-band galaxies from the UKIDSS Large Area Survey We present luminosity and surface brightness distributions of 40,111 galaxies with K-band photometry from the United Kingdom Infrared Telescope (UKIRT) Infrared Deep Sky Survey (UKIDSS) Large Area Survey (LAS), Data Release 3 and optical photometry from Data Release 5 of the Sloan Digital Sky Survey (SDSS). Various features and limitations of the new UKIDSS data are examined, such as a problem affecting Petrosian magnitudes of extended sources. Selection limits in K- and r-band magnitude, K-band surface brightness and K-band radius are included explicitly in the 1/Vmax estimate of the space density and luminosity function. The bivariate brightness distribution in K-band absolute magnitude and surface brightness is presented and found to display a clear luminosity--surface brightness correlation that flattens at high luminosity and broadens at low luminosity, consistent with similar analyses at optical wavelengths. Best fitting Schechter function parameters for the K-band luminosity function are found to be M*-5 log h=-23.19 +/- 0.04, alpha=-0.81 +/- 0.04 and phi*=(0.0166 +/- 0.0008)h^3 Mpc^{-3}, although the Schechter function provides a poor fit to the data at high and low luminosity, while the luminosity density in the K band is found to be j = (6.305 +/- 0.067) x 10^8 L_sun h Mpc^{-3}. However, we caution that there are various known sources of incompleteness and uncertainty in our results. Using mass-to-light ratios determined from the optical colours we estimate the stellar mass function, finding good agreement with previous results. Possible improvements are discussed that could be implemented when extending this analysis to the full LAS.', 'A global autocorrelation study after the first Auger data: impact on the number density of UHECR sources We perform an autocorrelation study of the Auger data with the aim to constrain the number density n_s of ultrahigh energy cosmic ray (UHECR) sources, estimating at the same time the effect on $n_s$ of the systematic energy scale uncertainty and of the distribution of UHECR. The use of global analysis has the advantage that no biases are introduced, either in n_s or in the related error bar, by the a priori choice of a single angular scale. The case of continuous, uniformly distributed sources is nominally disfavored at 99% C.L. and the fit improves if the sources follow the large-scale structure of matter in the universe. The best fit values obtained for the number density of proton sources are within a factor ~2 around n_s ~ 10^{-4}/Mpc^3 and depend mainly on the Auger energy calibration scale, with lower densities being preferred if the current scale is correct. The data show no significant small-scale clustering on scales smaller than a few degrees. This might be interpreted as a signature of magnetic smearing of comparable size, comparable with the indication of a ~3 degrees magnetic deflection coming from cross-correlation results. The effects on the above results of some approximations done is also discussed.', 'The Nuclear Bulge extinction We present a new, high resolution (5"" per pixel) near-infrared extinction map of the Nuclear Bulge using data from the UKIDSS-GPS. Using photometry from the J, H and K-bands we show that the extinction law parameter is also highly variable in this region on similar scales to the absolute extinction. We show that only when this extinction law variation is taken into account can the extinction be measured consistently at different wavelengths.']",descriptive,0.6666666666666666,0.0,1.0,single_specific,
arxiv_sh_019,What is a potential limitation of the new technique for measuring the masses of semi-invisibly decaying particles at hadron colliders?,"A potential limitation of the new technique is the contamination of the final state with initial state radiation jets, which may make it difficult to realize the measurements in practice.","A potential limitation of the new technique for measuring the masses of semi-invisibly decaying particles at hadron colliders is the contamination of the final state with initial state radiation (ISR) jets, which may complicate the measurements.","['On measuring the masses of pair-produced semi-invisibly decaying particles at hadron colliders A straightforward new technique is introduced which enables measurement at hadron colliders of an analytical combination of the masses of pair-produced semi-invisibly decaying particles and their invisible decay products. The new technique makes use of the invariance under contra-linear Lorentz boosts of a simple combination of the transverse momentum components of the aggregate visible products of each decay chain. In the general case where the invariant masses of the visible decay products are non-zero it is shown that in principle the masses of both the initial particles from the hard scattering and the invisible particles produced in the decay chains can be determined independently. This application is likely to be difficult to realise in practice however due to the contamination of the final state with ISR jets. The technique may be of most use for measurements of SUSY particle masses at the LHC, however the technique should be applicable to any class of hadron collider events in which heavy particles of unknown mass are pair-produced and decay to semi-invisible final states.', 'R-Hadron and long lived particle searches at the LHC If long lived charged particles exist, and produced at the LHC, they may travel with velocity significantly slower than the speed of light. This unique signature was not considered during the design of the LHC experiments, ATLAS and CMS. As a result, hardware and trigger capabilities need to be evaluated. Model independent approaches for finding long lived particles with the LHC experiments are introduced. They are tested using two bench marks, one in GMSB and one in Split SUSY. The focus is on hardware and trigger issues, as well as reconstruction methods developed by ATLAS and CMS. Both experiments suggest time of flight (TOF) based methods. However, the implementation is different. In ATLAS a first beta estimation is done already at the trigger level. CMS also uses dE/dx to estimate beta.', 'Additional Comments on ""New Limits on Spin-Independent Couplings of Low-Mass WIMP Dark Matter with a Germanium Detector at a Threshold of 200 eV"" In a previous comment (arXiv:0806.1341v1) we criticized purely technical aspects of arXiv:0712.1645 but pointed out that many other inconsistencies were readily apparent. In view of the imminent posting of another version of arXiv:0712.1645, still containing these issues, we would like to offer with this additional note a critical guide to the methodology followed by the TEXONO collaboration, in their effort to extract dark matter limits from a spectral region completely dominated by electronic noise. We find that systematics have been neglected through a combination of erroneous assumptions and failure to explore all of their possible sources.']",descriptive,1.0,0.9999995752918599,1.0,single_specific,
arxiv_sh_020,How does driving affect the time of sudden death of entanglement in the studied qubit system?,Driving decreases the time of sudden death of entanglement due to the introduction of an effective bath that adds various extra sources of noise.,"Driving produces an effective bath that introduces various extra sources of noise, which leads to a decrease in the time of sudden death of entanglement in the qubit system. This effect has been verified through direct numerical calculations.","['Enhancement of sudden death of entanglement for driven qubits We study the recently discovered phenomena of sudden death of entanglement for a system of two qubits, each of them independently longitudinally damped by a reservoir and subjected to a continuous driving. We show that driving produces, in the interaction picture, an effective bath that has elements amounting to various extra sources of noise (transverse, thermal squeezed, thermal longitudinal). As a result, the time of sudden death decreases due to driving, which we verify as well by direct numerical calculation. We suggest that this phenomenon can be studied systematically using superconducting qubits driven by microwave fields.', 'Entanglement sudden death in qubit-qutrit systems We demonstrate the existence of entanglement sudden death (ESD), the complete loss of entanglement in finite time, in qubit-qutrit systems. In particular, ESD is shown to occur in such systems initially prepared in a one-parameter class of entangled mixed states and then subjected to local dephasing noise. Together with previous results, this proves the existence of ESD for some states in all quantum systems for which rigorously defined mixed-state entanglement measures have been identified. We conjecture that ESD exists in all quantum systems prepared in appropriate bipartite states.', 'Sudden death, birth and stable entanglement in a two-qubit Heisenberg XY spin chain Taking the decoherence effect due to population relaxation into account, we investigate the entanglement properties for two qubits in the Heisenberg XY interaction and subject to an external magnetic field. It is found that the phenomenon of entanglement sudden death (ESD) as well as sudden birth(ESB) appear during the evolution process for particular initial states. The influence of the external magnetic field and the spin environment on ESD and ESB are addressed in detail. It is shown that the concurrence, a measure of entanglement, can be controlled by tuning the parameters of the spin chain, such as the anisotropic parameter, external magnetic field, and the coupling strength with their environment. In particular, we find that a critical anisotropy constant exists, above which ESB vanishes while ESD appears. It is also notable that stable entanglement, which is independent of different initial states of the qubits, occurs even in the presence of decoherence.']",descriptive,1.0,0.8168296792612497,1.0,single_specific,
arxiv_sh_021,What method is used in the branch and cut algorithm to find an upper bound for the halfspace depth problem?,Chinneck's heuristic algorithm is used to find an upper bound in the branch and cut algorithm.,Chinneck's heuristic algorithm is used to find an upper bound for the halfspace depth problem in the branch and cut algorithm.,"[""A Branch and Cut Algorithm for the Halfspace Depth Problem The concept of data depth in non-parametric multivariate descriptive statistics is the generalization of the univariate rank method to multivariate data. Halfspace depth is a measure of data depth. Given a set S of points and a point p, the halfspace depth (or rank) k of p is defined as the minimum number of points of S contained in any closed halfspace with p on its boundary. Computing halfspace depth is NP-hard, and it is equivalent to the Maximum Feasible Subsystem problem. In this thesis a mixed integer program is formulated with the big-M method for the halfspace depth problem. We suggest a branch and cut algorithm. In this algorithm, Chinneck's heuristic algorithm is used to find an upper bound and a related technique based on sensitivity analysis is used for branching. Irreducible Infeasible Subsystem (IIS) hitting set cuts are applied. We also suggest a binary search algorithm which may be more stable numerically. The algorithms are implemented with the BCP framework from the COIN-OR project."", ""Solution-space structure of (some) optimization problems We study numerically the cluster structure of random ensembles of two NP-hard optimization problems originating in computational complexity, the vertex-cover problem and the number partitioning problem. We use branch-and-bound type algorithms to obtain exact solutions of these problems for moderate system sizes. Using two methods, direct neighborhood-based clustering and hierarchical clustering, we investigate the structure of the solution space. The main result is that the correspondence between solution structure and the phase diagrams of the problems is not unique. Namely, for vertex cover we observe a drastic change of the solution space from large single clusters to multiple nested levels of clusters. In contrast, for the number-partitioning problem, the phase space looks always very simple, similar to a random distribution of the lowest-energy configurations. This holds in the ``easy''/solvable phase as well as in the ``hard''/unsolvable phase."", 'Dissections, orientations, and trees, with applications to optimal mesh encoding and to random sampling We present a bijection between some quadrangular dissections of an hexagon and unrooted binary trees, with interesting consequences for enumeration, mesh compression and graph sampling. Our bijection yields an efficient uniform random sampler for 3-connected planar graphs, which turns out to be determinant for the quadratic complexity of the current best known uniform random sampler for labelled planar graphs [{\\bf Fusy, Analysis of Algorithms 2005}]. It also provides an encoding for the set $\\mathcal{P}(n)$ of $n$-edge 3-connected planar graphs that matches the entropy bound $\\frac1n\\log_2|\\mathcal{P}(n)|=2+o(1)$ bits per edge (bpe). This solves a theoretical problem recently raised in mesh compression, as these graphs abstract the combinatorial part of meshes with spherical topology. We also achieve the {optimal parametric rate} $\\frac1n\\log_2|\\mathcal{P}(n,i,j)|$ bpe for graphs of $\\mathcal{P}(n)$ with $i$ vertices and $j$ faces, matching in particular the optimal rate for triangulations. Our encoding relies on a linear time algorithm to compute an orientation associated to the minimal Schnyder wood of a 3-connected planar map. This algorithm is of independent interest, and it is for instance a key ingredient in a recent straight line drawing algorithm for 3-connected planar graphs [\\bf Bonichon et al., Graph Drawing 2005].']",descriptive,1.0,0.42233239003335626,1.0,single_specific,
arxiv_sh_022,What did the two-shock model fitted to the EPIC-pn spectra yield in terms of temperatures for SNR 1987A?,The two-shock model yielded temperatures of approximately 0.4 keV and 3 keV.,The two-shock model fitted to the EPIC-pn spectra for SNR 1987A yielded temperatures of approximately 0.4 keV and 3 keV.,"['SN 2006bp: Probing the Shock Breakout of a Type II-P Supernova HET optical spectroscopy and unfiltered ROTSE-III photometry spanning the first 11 months since explosion of the Type II-P SN 2006bp are presented. Flux limits from the days before discovery combined with the initial rapid brightening suggest the supernova was first detected just hours after shock breakout. Optical spectra obtained about 2 days after breakout exhibit narrow emission lines corresponding to HeII 4200, HeII 4686, and CIV 5805 in the rest frame, and these features persist in a second observation obtained 5 hours later; however, these emission lines are not detected the following night nor in subsequent observations. We suggest that these lines emanate from material close to the explosion site, possibly in the outer layers of the progenitor that have been ionized by the high energy photons released at shock breakout. A P-Cygni profile is observed around 4450 A in the +2 and +3 day spectra. Previous studies have attributed this feature to high velocity H-beta, but we discuss the possibility that this profile is instead due to HeII 4687. Further HET observations (14 nights in total) covering the spectral evolution across the photometric plateau up to 73 days after breakout and during the nebular phase around day +340 are presented, and expansion velocities are derived for key features. The measured decay slope for the unfiltered light curve is 0.0073 +/- 0.0004 mag/day between days +121 and +335, which is significantly slower than the decay of rate 56Co. We combine our HET measurements with published X-ray, UV, and optical data to obtain a quasi-bolometric light curve through day +60. We see a slow cooling over the first 25 days, but no sign of an early sharp peak; any such feature from the shock breakout must have lasted less than ~1 day.[ABRIDGED]', 'Probing Elemental Abundances in SNR 1987A Using XMM-Newton We report on the latest (2007 Jan) observations of supernova remnant (SNR) 1987A from the XMM-Newton mission. Since the 2003 May observations of Haberl et al. (2006), 11 emission lines have experienced increases in flux by factors ~ 3 to 10, with the 775 eV line of O VIII showing the greatest increase; we have observed 6 lines of Fe XVII and Fe XVIII previously unreported by XMM-Newton. A two-shock model representing plasmas in non-equilibrium ionization is fitted to the EPIC-pn spectra, yielding temperatures of ~ 0.4 and ~ 3 keV, as well as elemental abundances for N, O, Ne, Mg, Si, S and Fe. We demonstrate that the abundance ratio of N and O can be constrained to less than ~20% accuracy. Within the same confidence interval, the same analysis suggests that the C+N+O abundance varies from ~ 1.1 to 1.4 X 10^-4. Normalizing our obtained abundances by the Large Magellanic Cloud (LMC) values of Hughes, Hayashi & Koyama (1998), we find that O, Ne, Mg and Fe are under-abundant, while Si and S are over-abundant, consistent with the findings of Aschenbach (2007). Such a result has implications for both the single-star and binary accretion/merger models for the progenitor of SNR 1987A. In the context of the binary merger scenario proposed by Morris & Podsiadlowski (2006, 2007), material forming the inner, equatorial ring was expelled after the merger, implying that either our derived Fe abundance is inconsistent with typical LMC values or that iron is under-abundant at the site of the progenitor star of SNR 1987A.', 'Shock Breakout Emission from a Type Ib/c Supernova: XRT 080109/SN 2008D The X-ray flash 080109, associated with SN 2008D, can be attributed to the shock breakout emission from a normal Type Ib/c supernova. If the observed emission is interpreted as blackbody emission, the temperature and radiated energy are close to expectations, considering that scattering dominates absorption processes so that spectrum formation occurs deep within the photosphere. The X-ray emission observed at ~10 days is attributed to inverse Compton scattering of photospheric photons with relativistic electrons produced in the interaction of the supernova with the progenitor wind. A simple model for the optical/ultraviolet emission from shock breakout is developed and applied to SN 1987A, SN 1999ex, SN 2008D, and SN 2006aj, all of which have optical emission observed at t~1 day. The emission from the first three can plausibly be attributed to shock breakout emission. The photospheric temperature is most sensitive to the radius of the progenitor star core and the radii in these cases are in line with expectations from stellar evolution. The early optical/ultraviolet observations of SN 2006aj cannot be accommodated by a shock breakout model in a straightforward way.']",descriptive,1.0,0.9420901613268525,1.0,single_specific,
arxiv_sh_023,What type of mathematical surfaces does the paper provide an upper bound for regarding their Picard number?,The paper provides an upper bound for the Picard number of rational surfaces that minimally resolve the singularities of toric log Del Pezzo surfaces.,The paper provides an upper bound for the Picard number of rational surfaces that resolve minimally the singularities of toric log Del Pezzo surfaces of a given index.,"['K3 surfaces with Picard rank 20 We determine all complex K3 surfaces with Picard rank 20 over Q. Here the Neron-Severi group has rank 20 and is generated by divisors which are defined over Q. Our proof uses modularity, the Artin-Tate conjecture and class group theory. With different techniques, the result has been established by Elkies to show that Mordell-Weil rank 18 over Q is impossible for an elliptic K3 surface. We then apply our methods to general singular K3 surfaces, i.e. with Neron-Severi group of rank 20, but not necessarily generated by divisors over Q.', 'A boundedness result for toric log Del Pezzo surfaces In this paper we give an upper bound for the Picard number of the rational surfaces which resolve minimally the singularities of toric log Del Pezzo surfaces of given index $\\ell$. This upper bound turns out to be a quadratic polynomial in the variable $\\ell$.', 'On the number of minimal surfaces with a given boundary We generalize the following result of White: Suppose $N$ is a compact, strictly convex domain in $\\RR^3$ with smooth boundary. Let $\\Sigma$ be a compact 2-manifold with boundary. Then a generic smooth curve $\\Gamma\\cong \\partial\\Sigma$ in $\\partial N$ bounds an odd or even number of embedded minimal surfaces diffeomorphic to $\\Sigma$ according to whether $\\Sigma$ is or is not a union of disks. First, we prove that the parity theorem holds for any compact riemannian 3-manifold $N$ such that $N$ is strictly mean convex, $N$ is homeomorphic to a ball, $\\partial N$ is smooth, and $N$ contains no closed minimal surfaces. We then further relax the hypotheses by allowing $N$ to be weakly mean convex and to have piecewise smooth boundary. We extend the parity theorem yet further by showing that, under an additional hypothesis, it remains true for minimal surfaces with prescribed symmetries. The parity theorems are used in an essential way to prove the existence of embedded genus-$g$ helicoids in $\\SS^2\\times \\RR$. We give a very brief outline of this application. (The full argument will appear elsewhere.)']",categorical,1.0,0.8318427190973191,1.0,single_specific,
arxiv_sh_024,What does the study reveal about the high-frequency magnetic response in overdoped La1.78Sr0.22CuO4?,"The study reveals that there is a strong high-frequency magnetic response for energies equal to or greater than 80 meV, indicating that significant antiferromagnetic exchange couplings persist in the overdoped region.","The study reveals that there is a strong high-frequency magnetic response in overdoped La1.78Sr0.22CuO4 for energy levels equal to or greater than 80 meV. This suggests that significant antiferromagnetic exchange couplings persist even in the overdoped region of the cuprate phase diagram, despite the suppression of the strong response observed in optimally doped samples.","['The Persistence of High-Frequency Spin Fluctuations in Overdoped La$_{2-x}$Sr$_{x}$CuO$_{4}$ ($x$=0.22) We report a detailed inelastic neutron scattering study of the collective magnetic excitations of overdoped superconducting La1.78Sr0.22CuO4 for the energy range 0-160 meV. Our measurements show that overdoping suppresses the strong response present for optimally doped La2-xSrxCuO4 which is peaked near 50 meV. The remaining response is peaked at incommensurate wavevectors for all energies investigated. We observe a strong high-frequency magnetic response for E >= 80 meV suggesting that significant antiferromagnetic exchange couplings persist well into the overdoped part of the cuprate phase diagram.', 'Dispersion and energy spectrum of spin excitations in an underdoped La_1.90Sr_0.10CuO_4 We performed inelastic neutron experiments on underdoped La_2-xSr_xCuO_4(x=0.10, T_c=28.6K) using a time-of-flight neutron scattering technique. Four incommensurate peaks on the two-dimensional reciprocal plane disperse inwards toward an antiferromagnetic zone center as the energy increases. These peaks merge into a single peak at an energy E_cross around w=40+-3meV. Beyond E_cross, the peak starts to broaden and ``hourglass-like\'\' excitations are observed. The E_cross in the underdoped sample is smaller than that reported for the optimally doped La_1.84Sr_0.16CuO_4. The reduction of the E_cross is explained by the doping-independent slope of the downward dispersion below the E_cross combined with the smaller incommensurability in the underdoped sample. In the energy spectrum of chi""(w), we observed a similar ""peak-dip-hump"" structure in the energy region of 10~45meV to that reported for the optimally doped sample. We discuss the relation between the hourglass-shaped dispersion and the peak-dip-hump energy spectrum.', 'Magnetic and phonon mechanisms of superconductivity in La$_{2-x}$Sr$_x$CuO$_4$ support each other Strong electron correlations are responsible both for the insulator ground state of undoped La$_2$CuO$_4$ and strong antiferromagnetic coupling $J$ between neighbouring spins. We consider magnetic mechanism of superconducting pairing in the effective low energy $t - t\' - t"" - J^*$ model with all parameters calculated {\\it ab initio}. Interaction of strongly correlated electrons with different phonon modes is also incorporated. In a BCS type theory the $d_{x^2 - y^2}$ gap is given by a sum of magnetic and phonon contributions. The phonon coupling parameter $\\lambda = f(x)G$, where $G$ is a combination of bare electron-phonon couplings for all modes and the function $f$ depends on the hole concentration $x$ due to strong electron correlations. The main contribution to the only fitting parameter $G$ is determined by a competition of the breathing and buckling modes. Fitting the parameter $G$ from the isotope effect we obtain that magnetic and phonon contributions to the critical temperature $T_c $ work together and are of the same order of magnitude.']",descriptive,0.6666666666666666,0.9627985942060482,1.0,single_specific,
arxiv_sh_025,How does the new approach to computing the cosmological matter power spectrum differ in its applicability compared to other resummation frameworks?,"The new approach is particularly suited to cosmologies other than LambdaCDM, such as those based on modifications of gravity and those containing massive neutrinos.","The new approach to computing the cosmological matter power spectrum is particularly suited for cosmologies beyond the standard LambdaCDM model. It effectively accommodates modifications of gravity and scenarios involving massive neutrinos, which may not be as easily handled by other resummation frameworks. This flexibility allows for a more comprehensive analysis of various cosmological models, enhancing its applicability in diverse theoretical contexts.","['Flowing with Time: a New Approach to Nonlinear Cosmological Perturbations Nonlinear effects are crucial in order to compute the cosmological matter power spectrum to the accuracy required by future generation surveys. Here, a new approach is presented, in which the power spectrum, the bispectrum and higher order correlations, are obtained -- at any redshift and for any momentum scale -- by integrating a system of differential equations. The method is similar to the familiar BBGKY hierarchy. Truncating at the level of the trispectrum, the solution of the equations corresponds to the summation of an infinite class of perturbative corrections. Compared to other resummation frameworks, the scheme discussed here is particularly suited to cosmologies other than LambdaCDM, such as those based on modifications of gravity and those containing massive neutrinos. As a first application, we compute the Baryonic Acoustic Oscillation feature of the power spectrum, and compare the results with perturbation theory, the halo model, and N-body simulations. The density-velocity and velocity-velocity power spectra are also computed, showing that they are much less contaminated by nonlinearities than the density-density one. The approach can be seen as a particular formulation of the renormalization group, in which time is the flow parameter.', 'Improved resummation of post-Newtonian multipolar waveforms from circularized compact binaries We improve and generalize a resummation method of post-Newtonian multipolar waveforms from circular compact binaries introduced in Refs. \\cite{Damour:2007xr,Damour:2007yf}. One of the characteristic features of this resummation method is to replace the usual {\\it additive} decomposition of the standard post-Newtonian approach by a {\\it multiplicative} decomposition of the complex multipolar waveform $h_{\\lm}$ into several (physically motivated) factors: (i) the ""Newtonian"" waveform, (ii) a relativistic correction coming from an ""effective source"", (iii) leading-order tail effects linked to propagation on a Schwarzschild background, (iv) a residual tail dephasing, and (v) residual relativistic amplitude corrections $f_{\\lm}$. We explore here a new route for resumming $f_{\\lm}$ based on replacing it by its $\\ell$-th root: $\\rho_{\\lm}=f_{\\lm}^{1/\\ell}$. In the extreme-mass-ratio case, this resummation procedure results in a much better agreement between analytical and numerical waveforms than when using standard post-Newtonian approximants. We then show that our best approximants behave in a robust and continuous manner as we ""deform"" them by increasing the symmetric mass ratio $\\nu\\equiv m_1 m_2/(m_1+m_2)^2$ from 0 (extreme-mass-ratio case) to 1/4 (equal-mass case). The present paper also completes our knowledge of the first post-Newtonian corrections to multipole moments by computing ready-to-use explicit expressions for the first post-Newtonian contributions to the odd-parity (current) multipoles.', 'Grid Based Linear Neutrino Perturbations in Cosmological N-body Simulations We present a novel, fast and precise method for including the effect of light neutrinos in cosmological N-body simulations. The effect of the neutrino component is included by using the linear theory neutrino perturbations in the calculation of the gravitational potential in the N-body simulation. By comparing this new method with the full non-linear evolution first presented in \\cite{Brandbyge1}, where the neutrino component was treated as particles, we find that the new method calculates the matter power spectrum with an accuracy better than 1% for \\sum m_\\nu \\lesssim 0.5 eV at z = 0. This error scales approximately as (\\sum m_\\nu)^2, making the new linear neutrino method extremely accurate for a total neutrino mass in the range 0.05 - 0.3 eV. At z = 1 the error is below 0.3% for \\sum m_\\nu \\lesssim 0.5 eV and becomes negligible at higher redshifts. This new method is computationally much more efficient than representing the neutrino component by N-body particles.']",descriptive,0.42857142857142855,0.8458829479561959,1.0,single_specific,
