variant,node_type,question_id,question_subtype,scale,faithfulness,answer_relevance,context_relevance,composite
N7_E10b_T12a,N7,arxiv_sh_017,single_specific,C,1.0,0.8278031542949839,1.0,0.9426010514316613
N7_E10b_T12a,N7,arxiv_sh_018,single_specific,C,1.0,0.8325201535050263,1.0,0.9441733845016754
N7_E10b_T12a,N7,arxiv_sh_019,single_specific,C,0.25,0.9999996833837722,1.0,0.7499998944612574
N7_E10b_T12a,N7,arxiv_sh_020,single_specific,C,1.0,0.9812092594581533,1.0,0.9937364198193844
N7_E10b_T12a,N7,arxiv_sh_021,single_specific,C,1.0,0.42232233611409886,1.0,0.8074407787046995
N7_E10b_T12a,N7,arxiv_sh_022,single_specific,C,1.0,0.9420758330599172,1.0,0.9806919443533056
N7_E10b_T12a,N7,arxiv_sh_023,single_specific,C,1.0,0.8318427190973191,1.0,0.9439475730324397
N7_E10b_T12a,N7,arxiv_sh_024,single_specific,C,1.0,0.9250945475592252,1.0,0.975031515853075
N7_E10b_T12a,N7,arxiv_sh_025,single_specific,C,0.6,0.8549045517803092,1.0,0.8183015172601031
N7_E10b_T12a,N7,arxiv_sh_026,single_specific,C,0.0,0.9102472999652048,1.0,0.6367490999884016
N7_E10b_T12a,N7,arxiv_sh_027,single_specific,C,1.0,0.8451721008648949,0.0,0.6150573669549649
N7_E10b_T12a,N7,arxiv_sh_028,single_specific,C,0.75,0.9186132089241821,1.0,0.8895377363080607
N7_E10b_T12a,N7,arxiv_sh_029,single_specific,C,1.0,0.9684900199521876,1.0,0.9894966733173959
N7_E10b_T12a,N7,arxiv_sh_030,single_specific,C,1.0,0.952135587020794,1.0,0.9840451956735979
N7_E10b_T12a,N7,arxiv_sh_031,single_specific,C,1.0,0.9668504686888894,1.0,0.9889501562296298
N7_E10b_T12a,N7,arxiv_sh_032,single_specific,C,0.8333333333333334,0.8129045722637817,1.0,0.8820793018657049
N7_E10b_T12a,N7,arxiv_sh_033,single_specific,C,1.0,0.8563546724997056,0.0,0.6187848908332353
N7_E10b_T12a,N7,arxiv_sh_034,single_specific,C,1.0,0.9803398705965775,1.0,0.9934466235321925
N7_E10b_T12a,N7,arxiv_agg_000,aggregate_cross_paper,C,1.0,0.7123737319266087,1.0,0.9041245773088695
N7_E10b_T12a,N7,arxiv_agg_001,aggregate_cross_paper,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_agg_002,aggregate_cross_paper,C,0.2857142857142857,0.0,0.0,0.09523809523809523
N7_E10b_T12a,N7,arxiv_agg_003,aggregate_cross_paper,C,0.625,0.7843038437648172,0.0,0.4697679479216057
N7_E10b_T12a,N7,arxiv_agg_004,aggregate_cross_paper,C,1.0,0.704269065836067,1.0,0.9014230219453556
N7_E10b_T12a,N7,arxiv_agg_005,aggregate_cross_paper,C,1.0,0.7981051035647976,1.0,0.9327017011882659
N7_E10b_T12a,N7,arxiv_agg_006,aggregate_cross_paper,C,0.42857142857142855,0.7045118843230279,0.5,0.5443611042981521
N7_E10b_T12a,N7,arxiv_agg_007,aggregate_cross_paper,C,1.0,0.7593424616171527,1.0,0.9197808205390509
N7_E10b_T12a,N7,arxiv_agg_008,aggregate_cross_paper,C,0.7777777777777778,0.7668775856400528,1.0,0.8482184544726102
N7_E10b_T12a,N7,arxiv_agg_009,aggregate_cross_paper,C,0.42857142857142855,0.9386059155781408,0.5,0.6223924480498565
N7_E10b_T12a,N7,arxiv_agg_010,aggregate_cross_paper,C,0.8571428571428571,0.8132903236005609,1.0,0.8901443935811394
N7_E10b_T12a,N7,arxiv_agg_011,aggregate_cross_paper,C,1.0,0.0,0.5,0.5
N7_E10b_T12a,N7,arxiv_agg_012,aggregate_cross_paper,C,1.0,0.5250511184303766,0.0,0.5083503728101255
N7_E10b_T12a,N7,arxiv_agg_013,aggregate_cross_paper,C,1.0,0.7633153024381021,1.0,0.9211051008127007
N7_E10b_T12a,N7,arxiv_agg_014,aggregate_cross_paper,C,0.75,0.0,0.0,0.25
N7_E10b_T12a,N7,arxiv_agg_015,aggregate_cross_paper,C,0.8888888888888888,0.0,0.5,0.46296296296296297
N7_E10b_T12a,N7,arxiv_agg_016,aggregate_cross_paper,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_agg_017,aggregate_cross_paper,C,0.0,0.9376170395037923,0.5,0.4792056798345974
N7_E10b_T12a,N7,arxiv_agg_018,aggregate_cross_paper,C,0.875,0.7051621378904015,0.5,0.6933873792968005
N7_E10b_T12a,N7,arxiv_agg_019,aggregate_cross_paper,C,1.0,0.6153200263994011,0.0,0.5384400087998004
N7_E10b_T12a,N7,arxiv_agg_020,aggregate_cross_paper,C,1.0,0.7244144481366139,0.5,0.7414714827122046
N7_E10b_T12a,N7,arxiv_agg_021,aggregate_cross_paper,C,0.75,0.9311986561758797,0.0,0.5603995520586266
N7_E10b_T12a,N7,arxiv_agg_022,aggregate_cross_paper,C,0.625,0.45185729730920393,0.5,0.5256190991030679
N7_E10b_T12a,N7,arxiv_agg_023,aggregate_cross_paper,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_agg_024,aggregate_cross_paper,C,0.75,0.81474260036376,1.0,0.8549142001212533
N7_E10b_T12a,N7,arxiv_agg_025,aggregate_cross_paper,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_agg_026,aggregate_cross_paper,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_agg_027,aggregate_cross_paper,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_agg_028,aggregate_cross_paper,C,0.8571428571428571,0.5666048699859381,0.0,0.47458257570959833
N7_E10b_T12a,N7,arxiv_agg_029,aggregate_cross_paper,C,1.0,0.5960221420140734,1.0,0.8653407140046911
N7_E10b_T12a,N7,arxiv_agg_030,aggregate_cross_paper,C,0.6666666666666666,0.6331045510180474,0.0,0.43325707256157137
N7_E10b_T12a,N7,arxiv_agg_031,aggregate_cross_paper,C,1.0,0.7516830373520014,0.5,0.7505610124506671
N7_E10b_T12a,N7,arxiv_agg_032,aggregate_cross_paper,C,0.9,0.825076823574996,1.0,0.9083589411916654
N7_E10b_T12a,N7,arxiv_edge_000,edge_multihop,C,1.0,0.631080605692112,1.0,0.8770268685640373
N7_E10b_T12a,N7,arxiv_edge_001,edge_multihop,C,0.625,0.8637639720015985,0.5,0.6629213240005328
N7_E10b_T12a,N7,arxiv_edge_002,edge_multihop,C,0.5555555555555556,0.7690997861946623,0.0,0.44155178058340594
N7_E10b_T12a,N7,arxiv_edge_003,edge_multihop,C,0.2,0.8115921647750182,0.0,0.3371973882583394
N7_E10b_T12a,N7,arxiv_edge_004,edge_multihop,C,0.2,0.6292960040323452,0.0,0.27643200134411505
N7_E10b_T12a,N7,arxiv_edge_005,edge_multihop,C,0.7777777777777778,0.7263876364771318,0.0,0.5013884714183031
N7_E10b_T12a,N7,arxiv_edge_006,edge_multihop,C,0.7142857142857143,0.7987366591350106,0.0,0.5043407911402417
N7_E10b_T12a,N7,arxiv_edge_007,edge_multihop,C,0.6,0.6673686934311206,0.5,0.5891228978103735
N7_E10b_T12a,N7,arxiv_edge_008,edge_multihop,C,0.0,0.8517722985951081,0.5,0.4505907661983694
N7_E10b_T12a,N7,arxiv_edge_009,edge_multihop,C,0.5,0.8584857457746944,0.0,0.4528285819248981
N7_E10b_T12a,N7,arxiv_edge_010,edge_multihop,C,0.25,0.7393914391363826,0.5,0.4964638130454609
N7_E10b_T12a,N7,arxiv_edge_011,edge_multihop,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_edge_012,edge_multihop,C,0.6666666666666666,0.8453336670905406,0.0,0.5040001112524024
N7_E10b_T12a,N7,arxiv_edge_013,edge_multihop,C,1.0,0.8085325592980476,0.0,0.6028441864326824
N7_E10b_T12a,N7,arxiv_edge_014,edge_multihop,C,0.6666666666666666,0.5665413483978544,0.25,0.4944026716881737
N7_E10b_T12a,N7,arxiv_edge_015,edge_multihop,C,0.6,0.8512252959876685,1.0,0.8170750986625562
N7_E10b_T12a,N7,arxiv_edge_016,edge_multihop,C,0.8888888888888888,0.775465910625411,0.0,0.5547849331714333
N7_E10b_T12a,N7,arxiv_edge_017,edge_multihop,C,0.4444444444444444,0.5405701256886928,0.0,0.3283381900443791
N7_E10b_T12a,N7,arxiv_edge_018,edge_multihop,C,0.8333333333333334,0.8058265057312125,0.0,0.5463866130215153
N7_E10b_T12a,N7,arxiv_edge_019,edge_multihop,C,0.6,0.8654565227053338,0.75,0.7384855075684446
N7_E10b_T12a,N7,arxiv_edge_020,edge_multihop,C,1.0,0.8735145553688689,1.0,0.9578381851229563
N7_E10b_T12a,N7,arxiv_edge_021,edge_multihop,C,0.5714285714285714,0.785998156821344,0.5,0.6191422427499718
N7_E10b_T12a,N7,arxiv_edge_022,edge_multihop,C,0.75,0.7044214653878381,0.0,0.48480715512927935
N7_E10b_T12a,N7,arxiv_edge_023,edge_multihop,C,0.4,0.7542404465255323,1.0,0.7180801488418441
N7_E10b_T12a,N7,arxiv_edge_024,edge_multihop,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_edge_025,edge_multihop,C,0.7142857142857143,0.8175724210611959,0.0,0.5106193784489701
N7_E10b_T12a,N7,arxiv_edge_026,edge_multihop,C,0.875,0.820135619331388,1.0,0.8983785397771293
N7_E10b_T12a,N7,arxiv_edge_027,edge_multihop,C,0.42857142857142855,0.6766735619013834,0.25,0.45174833015760396
N7_E10b_T12a,N7,arxiv_edge_028,edge_multihop,C,0.8333333333333334,0.665305445868933,0.0,0.4995462597340888
N7_E10b_T12a,N7,arxiv_edge_029,edge_multihop,C,0.7142857142857143,0.7402425929152782,0.0,0.48484276906699747
N7_E10b_T12a,N7,arxiv_edge_030,edge_multihop,C,0.6666666666666666,0.0,0.5,0.38888888888888884
N7_E10b_T12a,N7,arxiv_edge_031,edge_multihop,C,0.42857142857142855,0.882304977531272,0.5,0.6036254687009002
N7_E10b_T12a,N7,arxiv_edge_032,edge_multihop,C,0.4,0.0,0.0,0.13333333333333333
N7_E10b_T12a,N7,arxiv_edge_033,edge_multihop,C,0.5714285714285714,0.8593008900373277,0.5,0.6435764871552997
N7_E10b_T12b,N7,arxiv_sh_000,single_specific,C,0.0,0.0,1.0,0.3333333333333333
N7_E10b_T12b,N7,arxiv_sh_001,single_specific,C,1.0,0.9243040881903882,1.0,0.9747680293967961
N7_E10b_T12b,N7,arxiv_sh_002,single_specific,C,1.0,0.8616292865567962,0.5,0.7872097621855988
N7_E10b_T12b,N7,arxiv_sh_003,single_specific,C,1.0,0.6943473221389912,1.0,0.8981157740463304
N7_E10b_T12b,N7,arxiv_sh_004,single_specific,C,1.0,0.739520054591741,1.0,0.9131733515305803
N7_E10b_T12b,N7,arxiv_sh_005,single_specific,C,1.0,0.8119855029421367,1.0,0.9373285009807123
N7_E10b_T12b,N7,arxiv_sh_006,single_specific,C,0.5,0.0,1.0,0.5
N7_E10b_T12b,N7,arxiv_sh_007,single_specific,C,1.0,0.9906204595268212,0.0,0.6635401531756071
N7_E10b_T12b,N7,arxiv_sh_008,single_specific,C,0.0,0.0,1.0,0.3333333333333333
N7_E10b_T12b,N7,arxiv_sh_009,single_specific,C,1.0,0.5455886710315664,1.0,0.8485295570105221
N7_E10b_T12b,N7,arxiv_sh_010,single_specific,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b,N7,arxiv_sh_011,single_specific,C,1.0,0.9614316485182849,1.0,0.9871438828394283
N7_E10b_T12b,N7,arxiv_sh_012,single_specific,C,1.0,0.8163225197151857,1.0,0.9387741732383952
N7_E10b_T12b,N7,arxiv_sh_013,single_specific,C,1.0,0.9999996003388004,1.0,0.9999998667796001
N7_E10b_T12b,N7,arxiv_sh_014,single_specific,C,1.0,0.8251332964945753,1.0,0.941711098831525
N7_E10b_T12b,N7,arxiv_sh_015,single_specific,C,1.0,0.957584221920872,0.75,0.902528073973624
N7_E10b_T12b,N7,arxiv_sh_016,single_specific,C,0.3333333333333333,0.9332250677567138,1.0,0.7555194670300157
N7_E10b_T12b,N7,arxiv_sh_017,single_specific,C,1.0,0.8278025551986213,1.0,0.9426008517328738
N7_E10b_T12b,N7,arxiv_sh_018,single_specific,C,1.0,0.0,1.0,0.6666666666666666
N7_E10b_T12b,N7,arxiv_sh_019,single_specific,C,0.25,0.9999996833837722,1.0,0.7499998944612574
N7_E10b_T12b,N7,arxiv_sh_020,single_specific,C,1.0,0.9805711854873538,1.0,0.9935237284957846
N7_E10b_T12b,N7,arxiv_sh_021,single_specific,C,1.0,0.42227423839882744,1.0,0.8074247461329426
N7_E10b_T12b,N7,arxiv_sh_022,single_specific,C,1.0,0.9420888176348906,1.0,0.9806962725449635
N7_E10b_T12b,N7,arxiv_sh_023,single_specific,C,1.0,0.8318416781316568,1.0,0.9439472260438856
N7_E10b_T12b,N7,arxiv_sh_024,single_specific,C,1.0,0.9365395788800835,1.0,0.9788465262933612
N7_E10b_T12b,N7,arxiv_sh_025,single_specific,C,0.6,0.8549045517803092,1.0,0.8183015172601031
N7_E10b_T12b,N7,arxiv_sh_026,single_specific,C,0.0,0.9102472999652048,1.0,0.6367490999884016
N7_E10b_T12b,N7,arxiv_sh_027,single_specific,C,1.0,0.8451721008648949,0.0,0.6150573669549649
N7_E10b_T12b,N7,arxiv_sh_028,single_specific,C,0.75,0.9186132089241821,1.0,0.8895377363080607
N7_E10b_T12b,N7,arxiv_sh_029,single_specific,C,1.0,0.9451407382621335,1.0,0.9817135794207111
N7_E10b_T12b,N7,arxiv_sh_030,single_specific,C,1.0,0.9508278846730734,1.0,0.9836092948910244
N7_E10b_T12b,N7,arxiv_sh_031,single_specific,C,1.0,0.9667705889549284,1.0,0.9889235296516428
N7_E10b_T12b,N7,arxiv_sh_032,single_specific,C,1.0,0.8129237603597564,1.0,0.9376412534532522
N7_E10b_T12b,N7,arxiv_sh_033,single_specific,C,1.0,0.8563264925723849,0.0,0.6187754975241283
N7_E10b_T12b,N7,arxiv_sh_034,single_specific,C,1.0,0.9803398705965775,1.0,0.9934466235321925
N7_E10b_T12b,N7,arxiv_agg_000,aggregate_cross_paper,C,1.0,0.7555769554627888,1.0,0.9185256518209296
N7_E10b_T12b,N7,arxiv_agg_001,aggregate_cross_paper,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b,N7,arxiv_agg_002,aggregate_cross_paper,C,0.8571428571428571,0.0,0.0,0.2857142857142857
N7_E10b_T12b,N7,arxiv_agg_003,aggregate_cross_paper,C,0.42857142857142855,0.7842521423845003,0.0,0.40427452365197625
N7_E10b_T12b,N7,arxiv_agg_004,aggregate_cross_paper,C,1.0,0.7222772289008637,1.0,0.9074257429669546
N7_E10b_T12b,N7,arxiv_agg_005,aggregate_cross_paper,C,0.6363636363636364,0.79812679276012,1.0,0.8114968097079188
N7_E10b_T12b,N7,arxiv_agg_006,aggregate_cross_paper,C,0.3333333333333333,0.7045118843230279,0.5,0.5126150725521205
N7_E10b_T12b,N7,arxiv_agg_007,aggregate_cross_paper,C,1.0,0.7593424616171527,1.0,0.9197808205390509
N7_E10b_T12b,N7,arxiv_agg_008,aggregate_cross_paper,C,0.6666666666666666,0.7668775856400528,1.0,0.8111814174355731
N7_E10b_T12b,N7,arxiv_agg_009,aggregate_cross_paper,C,0.42857142857142855,0.9386215901284293,0.5,0.6223976728999526
N7_E10b_T12b,N7,arxiv_agg_010,aggregate_cross_paper,C,0.6666666666666666,0.8132903236005609,1.0,0.8266523300890758
N7_E10b_T12b,N7,arxiv_agg_011,aggregate_cross_paper,C,1.0,0.0,0.75,0.5833333333333334
N7_E10b_T12b,N7,arxiv_agg_012,aggregate_cross_paper,C,0.75,0.7649654481748848,0.0,0.5049884827249617
N7_E10b_T12b,N7,arxiv_agg_013,aggregate_cross_paper,C,1.0,0.7633280869121988,1.0,0.9211093623040663
N7_E10b_T12b,N7,arxiv_agg_014,aggregate_cross_paper,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b,N7,arxiv_agg_015,aggregate_cross_paper,C,0.7777777777777778,0.0,0.5,0.4259259259259259
N7_E10b_T12b,N7,arxiv_agg_016,aggregate_cross_paper,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b,N7,arxiv_agg_017,aggregate_cross_paper,C,0.3333333333333333,0.9202327618268761,0.5,0.5845220317200698
N7_E10b_T12b,N7,arxiv_agg_018,aggregate_cross_paper,C,0.875,0.7051152201315971,0.5,0.6933717400438657
N7_E10b_T12b,N7,arxiv_agg_019,aggregate_cross_paper,C,0.9090909090909091,0.6826338487021185,0.0,0.5305749192643425
N7_E10b_T12b,N7,arxiv_agg_020,aggregate_cross_paper,C,1.0,0.7244049512356959,0.5,0.7414683170785653
N7_E10b_T12b,N7,arxiv_agg_021,aggregate_cross_paper,C,0.75,0.9311986561758797,0.0,0.5603995520586266
N7_E10b_T12b,N7,arxiv_agg_022,aggregate_cross_paper,C,0.7142857142857143,0.45185729730920393,0.5,0.5553810038649728
N7_E10b_T12b,N7,arxiv_agg_023,aggregate_cross_paper,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b,N7,arxiv_agg_024,aggregate_cross_paper,C,1.0,0.7984176042752836,1.0,0.9328058680917612
N7_E10b_T12b,N7,arxiv_agg_025,aggregate_cross_paper,C,0.0,0.0,0.0,0.0
N7_E10b_T12b,N7,arxiv_agg_026,aggregate_cross_paper,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b,N7,arxiv_agg_027,aggregate_cross_paper,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b,N7,arxiv_agg_028,aggregate_cross_paper,C,0.7777777777777778,0.6302201665482232,0.0,0.469332648108667
N7_E10b_T12b,N7,arxiv_agg_029,aggregate_cross_paper,C,1.0,0.5357243346984206,1.0,0.8452414448994735
N7_E10b_T12b,N7,arxiv_agg_030,aggregate_cross_paper,C,0.5,0.6331045510180474,0.0,0.37770151700601584
N7_E10b_T12b,N7,arxiv_agg_031,aggregate_cross_paper,C,1.0,0.7516431660822885,0.5,0.7505477220274295
N7_E10b_T12b,N7,arxiv_agg_032,aggregate_cross_paper,C,0.9,0.8250605071403089,1.0,0.9083535023801029
N7_E10b_T12b,N7,arxiv_edge_000,edge_multihop,C,0.8333333333333334,0.6476090704546315,1.0,0.8269808012626548
N7_E10b_T12b,N7,arxiv_edge_001,edge_multihop,C,0.5714285714285714,0.8719632804878681,0.5,0.6477972839721465
N7_E10b_T12b,N7,arxiv_edge_002,edge_multihop,C,0.5555555555555556,0.7690997861946623,0.25,0.5248851139167393
N7_E10b_T12b,N7,arxiv_edge_003,edge_multihop,C,0.2,0.0,0.0,0.06666666666666667
N7_E10b_T12b,N7,arxiv_edge_004,edge_multihop,C,0.2,0.6292454881860644,0.0,0.27641516272868816
N7_E10b_T12b,N7,arxiv_edge_005,edge_multihop,C,0.7777777777777778,0.7380646787337691,0.0,0.5052808188371823
N7_E10b_T12b,N7,arxiv_edge_006,edge_multihop,C,1.0,0.7978685938339699,0.0,0.5992895312779899
N7_E10b_T12b,N7,arxiv_edge_007,edge_multihop,C,0.4,0.6673686934311206,0.5,0.5224562311437069
N7_E10b_T12b,N7,arxiv_edge_008,edge_multihop,C,0.0,0.8517722985951081,0.5,0.4505907661983694
N7_E10b_T12b,N7,arxiv_edge_009,edge_multihop,C,0.42857142857142855,0.8584857457746944,0.0,0.42901905811537433
N7_E10b_T12b,N7,arxiv_edge_010,edge_multihop,C,0.25,0.7393914391363826,0.5,0.4964638130454609
N7_E10b_T12b,N7,arxiv_edge_011,edge_multihop,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b,N7,arxiv_edge_012,edge_multihop,C,0.5714285714285714,0.8453336670905406,0.0,0.4722540795063706
N7_E10b_T12b,N7,arxiv_edge_013,edge_multihop,C,0.8,0.8086339877767653,0.0,0.5362113292589218
N7_E10b_T12b,N7,arxiv_edge_014,edge_multihop,C,0.4444444444444444,0.5665505093462113,0.0,0.33699831793021856
N7_E10b_T12b,N7,arxiv_edge_015,edge_multihop,C,0.6666666666666666,0.8978023080113823,1.0,0.8548229915593497
N7_E10b_T12b,N7,arxiv_edge_016,edge_multihop,C,0.8888888888888888,0.775465910625411,0.0,0.5547849331714333
N7_E10b_T12b,N7,arxiv_edge_017,edge_multihop,C,0.8571428571428571,0.5507205027145882,0.0,0.46928778661914844
N7_E10b_T12b,N7,arxiv_edge_018,edge_multihop,C,1.0,0.8045292787539169,0.0,0.6015097595846389
N7_E10b_T12b,N7,arxiv_edge_019,edge_multihop,C,0.4,0.8655109493070116,0.5,0.5885036497690038
N7_E10b_T12b,N7,arxiv_edge_020,edge_multihop,C,0.6,0.8575565848323213,1.0,0.8191855282774405
N7_E10b_T12b,N7,arxiv_edge_021,edge_multihop,C,0.75,0.785998156821344,0.5,0.6786660522737814
N7_E10b_T12b,N7,arxiv_edge_022,edge_multihop,C,0.2857142857142857,0.7106108406068609,0.0,0.3321083754403822
N7_E10b_T12b,N7,arxiv_edge_023,edge_multihop,C,0.4,0.7577417643598032,0.5,0.5525805881199344
N7_E10b_T12b,N7,arxiv_edge_024,edge_multihop,C,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b,N7,arxiv_edge_025,edge_multihop,C,0.6666666666666666,0.8117000552464292,0.0,0.49278890730436525
N7_E10b_T12b,N7,arxiv_edge_026,edge_multihop,C,1.0,0.8344236352195077,1.0,0.9448078784065026
N7_E10b_T12b,N7,arxiv_edge_027,edge_multihop,C,0.42857142857142855,0.6766363874747979,0.5,0.5350692720154088
N7_E10b_T12b,N7,arxiv_edge_028,edge_multihop,C,0.8333333333333334,0.6473530223642291,0.0,0.49356211856585414
N7_E10b_T12b,N7,arxiv_edge_029,edge_multihop,C,0.7142857142857143,0.0,0.0,0.2380952380952381
N7_E10b_T12b,N7,arxiv_edge_030,edge_multihop,C,1.0,0.0,0.5,0.5
N7_E10b_T12b,N7,arxiv_edge_031,edge_multihop,C,1.0,0.857100011041877,0.5,0.7857000036806258
N7_E10b_T12b,N7,arxiv_edge_032,edge_multihop,C,0.4,0.0,0.0,0.13333333333333333
N7_E10b_T12b,N7,arxiv_edge_033,edge_multihop,C,0.5714285714285714,0.8601735289284075,0.5,0.6438673667856597
N7_E10c_T12a,N7,arxiv_sh_000,single_specific,C,0.0,0.0,1.0,0.3333333333333333
N7_E10c_T12a,N7,arxiv_sh_001,single_specific,C,1.0,0.9243040881903882,1.0,0.9747680293967961
N7_E10c_T12a,N7,arxiv_sh_002,single_specific,C,1.0,0.8616292865567962,0.5,0.7872097621855988
N7_E10c_T12a,N7,arxiv_sh_003,single_specific,C,1.0,0.6943938184102393,1.0,0.8981312728034131
N7_E10c_T12a,N7,arxiv_sh_004,single_specific,C,1.0,0.739431216617672,1.0,0.9131437388725573
N7_E10c_T12a,N7,arxiv_sh_005,single_specific,C,1.0,0.8120393510351626,1.0,0.9373464503450543
N7_E10c_T12a,N7,arxiv_sh_006,single_specific,C,0.5,0.0,1.0,0.5
N7_E10c_T12a,N7,arxiv_sh_007,single_specific,C,1.0,0.9906204595268212,0.0,0.6635401531756071
N7_E10c_T12a,N7,arxiv_sh_008,single_specific,C,0.0,0.0,1.0,0.3333333333333333
N7_E10c_T12a,N7,arxiv_sh_009,single_specific,C,1.0,0.5456033150091822,1.0,0.8485344383363941
N7_E10c_T12a,N7,arxiv_sh_010,single_specific,C,1.0,0.0,0.0,0.3333333333333333
N7_E10c_T12a,N7,arxiv_sh_011,single_specific,C,1.0,0.9614316485182849,1.0,0.9871438828394283
N7_E10c_T12a,N7,arxiv_sh_012,single_specific,C,0.75,0.6977866901728967,1.0,0.8159288967242989
N7_E10c_T12a,N7,arxiv_sh_013,single_specific,C,1.0,1.0,1.0,1.0
N7_E10c_T12a,N7,arxiv_sh_014,single_specific,C,1.0,0.8251445601686654,1.0,0.9417148533895552
N7_E10c_T12a,N7,arxiv_sh_015,single_specific,C,1.0,0.9575935861462131,1.0,0.9858645287154043
N7_E10c_T12a,N7,arxiv_sh_016,single_specific,C,0.3333333333333333,0.9332173979301933,1.0,0.7555169104211755
N7_E10c_T12a,N7,arxiv_sh_017,single_specific,C,1.0,0.8278025551986213,1.0,0.9426008517328738
N7_E10c_T12a,N7,arxiv_sh_018,single_specific,C,1.0,0.0,1.0,0.6666666666666666
N7_E10c_T12a,N7,arxiv_sh_019,single_specific,C,0.25,0.9999995752918599,1.0,0.7499998584306199
N7_E10c_T12a,N7,arxiv_sh_020,single_specific,C,1.0,0.9805711854873538,1.0,0.9935237284957846
N7_E10c_T12a,N7,arxiv_sh_021,single_specific,C,1.0,0.42233239003335626,1.0,0.8074441300111187
N7_E10c_T12a,N7,arxiv_sh_022,single_specific,C,1.0,0.9420758330599172,1.0,0.9806919443533056
N7_E10c_T12a,N7,arxiv_sh_023,single_specific,C,1.0,0.8318148175121894,1.0,0.9439382725040631
N7_E10c_T12a,N7,arxiv_sh_024,single_specific,C,1.0,0.9365501435073575,1.0,0.9788500478357859
N7_E10c_T12a,N7,arxiv_sh_025,single_specific,C,0.6,0.8549045517803092,1.0,0.8183015172601031
N7_E10c_T12a,N7,arxiv_sh_026,single_specific,C,0.0,0.9102472999652048,1.0,0.6367490999884016
N7_E10c_T12a,N7,arxiv_sh_027,single_specific,C,1.0,0.8451721008648949,0.0,0.6150573669549649
N7_E10c_T12a,N7,arxiv_sh_028,single_specific,C,1.0,0.9186132089241821,1.0,0.972871069641394
N7_E10c_T12a,N7,arxiv_sh_029,single_specific,C,1.0,0.9676449082094809,1.0,0.9892149694031603
N7_E10c_T12a,N7,arxiv_sh_030,single_specific,C,1.0,0.9521889081094428,1.0,0.9840629693698143
