system_name,node_idx,edge_idx,text_idx,system_type,train_mean,question_id,question_subtype,faithfulness,answer_relevance,context_relevance,composite_score
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,7.971351582214677,toys_agg_015,aggregate_cross_paper,0.75,0.38269070934893706,0.0,0.37756356978297906
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,7.971351582214677,toys_agg_026,aggregate_cross_paper,0.75,0.4880960480395264,0.5,0.5793653493465089
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,7.971351582214677,toys_agg_017,aggregate_cross_paper,0.5,0.4469066033332288,0.5,0.48230220111107625
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,7.971351582214677,toys_agg_008,aggregate_cross_paper,0.2857142857142857,0.6521422764427646,0.25,0.39595218738568344
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,7.971351582214677,toys_agg_009,aggregate_cross_paper,0.3,0.49059659319726995,0.0,0.2635321977324233
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,7.971351582214677,toys_agg_019,aggregate_cross_paper,0.7142857142857143,0.7807001074021281,0.5,0.6649952738959475
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,7.971351582214677,toys_edge_015,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,7.971351582214677,toys_edge_019,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,7.971351582214677,toys_edge_027,edge_multihop,1.0,0.8658073776010374,0.0,0.6219357925336791
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,7.971351582214677,toys_edge_026,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,7.971351582214677,toys_edge_008,edge_multihop,1.0,0.87731374970104,0.5,0.7924379165670133
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,7.971351582214677,toys_edge_024,edge_multihop,0.75,0.0,0.0,0.25
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_sh_026,single_specific,0.8,0.8929050550981374,0.25,0.6476350183660459
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_sh_013,single_specific,1.0,0.5485056856004612,0.0,0.5161685618668205
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_sh_024,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_sh_021,single_specific,1.0,0.9999995506290597,1.0,0.9999998502096865
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_sh_015,single_specific,1.0,0.9266752360479894,1.0,0.9755584120159965
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_sh_029,single_specific,1.0,0.6427910827360722,0.0,0.5475970275786907
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_sh_019,single_specific,1.0,0.828013259594072,0.0,0.609337753198024
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_agg_031,aggregate_cross_paper,0.5,0.7278942781711765,0.5,0.5759647593903922
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_agg_015,aggregate_cross_paper,0.875,0.3995594640468747,0.0,0.42485315468229157
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_agg_026,aggregate_cross_paper,0.5,0.4881458359080478,0.5,0.49604861196934924
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_agg_017,aggregate_cross_paper,0.5,0.4465821195466817,0.5,0.4821940398488939
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_agg_008,aggregate_cross_paper,0.5714285714285714,0.5080495737005979,0.25,0.4431593817097231
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_agg_009,aggregate_cross_paper,0.5,0.4905846164299908,0.0,0.33019487214333026
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_agg_019,aggregate_cross_paper,0.4444444444444444,0.5632291602172016,0.5,0.5025578682205487
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_edge_015,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_edge_019,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_edge_027,edge_multihop,0.5714285714285714,0.8501969971504661,0.0,0.47387518952634583
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_edge_026,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_edge_008,edge_multihop,1.0,0.869634962869597,0.5,0.7898783209565323
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,8.598122569228197,toys_edge_024,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_sh_026,single_specific,0.8,0.8928442485922589,0.25,0.6476147495307529
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_sh_013,single_specific,1.0,0.6017495072436021,0.0,0.533916502414534
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_sh_024,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_sh_021,single_specific,1.0,0.9999995230303466,1.0,0.9999998410101155
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_sh_015,single_specific,0.5,0.9595023466727838,1.0,0.8198341155575947
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_sh_029,single_specific,1.0,0.6428304454299992,0.0,0.5476101484766663
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_sh_019,single_specific,1.0,0.8280323934630062,0.0,0.6093441311543354
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_agg_031,aggregate_cross_paper,0.8,0.7266214372405674,0.5,0.6755404790801891
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_agg_015,aggregate_cross_paper,1.0,0.382686220349451,0.0,0.46089540678315033
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_agg_026,aggregate_cross_paper,0.75,0.4880960480395264,0.5,0.5793653493465089
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_agg_017,aggregate_cross_paper,0.5,0.4465821195466817,0.5,0.4821940398488939
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_agg_008,aggregate_cross_paper,0.5,0.6540202807454544,0.0,0.3846734269151515
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_agg_009,aggregate_cross_paper,0.5,0.4783901052515513,0.0,0.32613003508385047
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_agg_019,aggregate_cross_paper,0.4444444444444444,0.5632291602172016,0.5,0.5025578682205487
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_edge_015,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_edge_019,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_edge_027,edge_multihop,1.0,0.893483815691333,0.0,0.631161271897111
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_edge_026,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_edge_008,edge_multihop,0.8333333333333334,0.8897429426333449,0.5,0.741025425322226
N7_E10c_T12b_text_based,N7,E10c,T12b,text_based,8.755849832605241,toys_edge_024,edge_multihop,0.75,0.0,0.0,0.25
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_sh_026,single_specific,1.0,0.9002543961700553,0.5,0.8000847987233518
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_sh_013,single_specific,1.0,0.6959247317122822,0.0,0.5653082439040941
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_sh_024,single_specific,1.0,0.6671813131269785,1.0,0.8890604377089928
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_sh_021,single_specific,1.0,0.9033052735693049,1.0,0.9677684245231016
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_sh_015,single_specific,1.0,0.9677205552064184,0.5,0.8225735184021395
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_sh_029,single_specific,1.0,0.7095529098164141,1.0,0.9031843032721381
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_sh_019,single_specific,0.5,0.0,1.0,0.5
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_agg_031,aggregate_cross_paper,0.6666666666666666,0.733989050723574,1.0,0.8002185724634135
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_agg_015,aggregate_cross_paper,1.0,0.7929980359629915,1.0,0.9309993453209972
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_agg_026,aggregate_cross_paper,0.75,0.4923190677173956,1.0,0.7474396892391318
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_agg_017,aggregate_cross_paper,0.0,0.5587791114249708,0.5,0.3529263704749903
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_agg_008,aggregate_cross_paper,0.75,0.7832885729996862,0.5,0.6777628576665621
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_agg_009,aggregate_cross_paper,0.9,0.6605060122461249,1.0,0.8535020040820417
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_agg_019,aggregate_cross_paper,0.6666666666666666,0.6047536841011031,1.0,0.7571401169225899
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_edge_015,edge_multihop,0.75,0.0,1.0,0.5833333333333334
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_edge_019,edge_multihop,1.0,0.8869733130879197,0.5,0.7956577710293066
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_edge_027,edge_multihop,1.0,0.8501969971504661,0.0,0.6167323323834887
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_edge_026,edge_multihop,1.0,0.870249160181601,0.25,0.7067497200605337
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_edge_008,edge_multihop,0.8571428571428571,0.8198351496935183,1.0,0.8923260022787919
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,10.871622516415352,toys_edge_024,edge_multihop,0.5714285714285714,0.8108574965335386,1.0,0.7940953559873699
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_sh_026,single_specific,0.6666666666666666,0.0,0.0,0.2222222222222222
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_sh_013,single_specific,1.0,0.8422738863979049,0.5,0.7807579621326349
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_sh_024,single_specific,1.0,0.6671851519065118,1.0,0.8890617173021705
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_sh_021,single_specific,1.0,0.9999996071933267,1.0,0.9999998690644422
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_sh_015,single_specific,1.0,0.9795701192486593,0.5,0.8265233730828864
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_sh_029,single_specific,1.0,0.7044596554829781,1.0,0.9014865518276594
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_sh_019,single_specific,0.5,0.0,1.0,0.5
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_agg_031,aggregate_cross_paper,0.6,0.7276880200527591,1.0,0.7758960066842531
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_agg_015,aggregate_cross_paper,0.8333333333333334,0.4250337642949232,1.0,0.7527890325427521
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_agg_026,aggregate_cross_paper,0.8333333333333334,0.6389658114272706,1.0,0.8240997149202013
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_agg_017,aggregate_cross_paper,0.5,0.5589134452198151,0.5,0.5196378150732718
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_agg_008,aggregate_cross_paper,0.8333333333333334,0.6191678780605543,0.5,0.6508337371312959
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_agg_009,aggregate_cross_paper,0.875,0.5780109943390377,1.0,0.8176703314463459
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_agg_019,aggregate_cross_paper,0.75,0.7714331731531022,1.0,0.8404777243843674
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_edge_015,edge_multihop,1.0,0.0,1.0,0.6666666666666666
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_edge_019,edge_multihop,1.0,0.8869733130879197,0.5,0.7956577710293066
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_edge_027,edge_multihop,1.0,0.8658095528097974,0.5,0.7886031842699325
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_edge_026,edge_multihop,1.0,0.7405781902920832,0.0,0.580192730097361
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_edge_008,edge_multihop,0.8571428571428571,0.819626103339393,1.0,0.8922563201607501
N7_E11a_T12b_text_based,N7,E11a,T12b,text_based,9.996877575477864,toys_edge_024,edge_multihop,0.6666666666666666,0.8108574965335386,1.0,0.8258413877334018
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_sh_026,single_specific,1.0,0.8366159245568344,0.0,0.6122053081856115
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_sh_013,single_specific,1.0,0.614768842005194,0.0,0.538256280668398
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_sh_024,single_specific,0.6666666666666666,0.0,0.0,0.2222222222222222
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_sh_021,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_sh_015,single_specific,0.5,0.7765068758810695,0.0,0.42550229196035644
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_sh_029,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_sh_019,single_specific,0.5,0.0,0.0,0.16666666666666666
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_agg_031,aggregate_cross_paper,0.6,0.7561174799003328,0.5,0.6187058266334443
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_agg_015,aggregate_cross_paper,1.0,0.4277650709253467,0.5,0.6425883569751155
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_agg_026,aggregate_cross_paper,0.4,0.4881458359080478,0.5,0.46271527863601597
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_agg_017,aggregate_cross_paper,0.5,0.4465821195466817,0.5,0.4821940398488939
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_agg_008,aggregate_cross_paper,0.5555555555555556,0.7403090450096944,1.0,0.7652882001884166
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_agg_009,aggregate_cross_paper,0.25,0.5776258195240461,0.0,0.275875273174682
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_agg_019,aggregate_cross_paper,0.5714285714285714,0.6846971093173172,1.0,0.7520418935819628
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_edge_015,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_edge_019,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_edge_027,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_edge_026,edge_multihop,0.6666666666666666,0.0,0.0,0.2222222222222222
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_edge_008,edge_multihop,0.6666666666666666,0.0,0.0,0.2222222222222222
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,10.670575138168058,toys_edge_024,edge_multihop,0.75,0.0,0.0,0.25
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_sh_026,single_specific,1.0,0.8366041967156073,0.0,0.6122013989052024
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_sh_013,single_specific,1.0,0.6343669172659506,0.0,0.5447889724219835
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_sh_024,single_specific,0.6666666666666666,0.0,0.0,0.2222222222222222
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_sh_021,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_sh_015,single_specific,1.0,0.802445144030858,0.0,0.600815048010286
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_sh_029,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_sh_019,single_specific,0.5,0.8976400932775649,0.0,0.4658800310925216
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_agg_031,aggregate_cross_paper,0.5,0.7371546210973557,0.5,0.5790515403657852
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_agg_015,aggregate_cross_paper,1.0,0.42220685914223594,0.5,0.6407356197140787
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_agg_026,aggregate_cross_paper,0.4,0.4880960480395264,0.5,0.4626986826798421
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_agg_017,aggregate_cross_paper,0.5,0.44659294074783057,0.5,0.4821976469159435
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_agg_008,aggregate_cross_paper,0.5555555555555556,0.7403391046764353,1.0,0.7652982200773303
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_agg_009,aggregate_cross_paper,0.16666666666666666,0.6634381120733409,0.0,0.27670159291333585
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_agg_019,aggregate_cross_paper,0.5714285714285714,0.6427451934950916,1.0,0.738057921641221
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_edge_015,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_edge_019,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_edge_027,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_edge_026,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_edge_008,edge_multihop,0.6666666666666666,0.0,0.0,0.2222222222222222
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,10.993543599811344,toys_edge_024,edge_multihop,0.75,0.0,0.0,0.25
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,0.9475718705776714,toys_sh_026,single_specific,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,0.9475718705776714,toys_sh_013,single_specific,0.3333333333333333,0.6702291720706962,0.5,0.5011875018013432
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,0.9475718705776714,toys_sh_024,single_specific,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,0.9475718705776714,toys_sh_021,single_specific,1.0,0.9020684023474835,1.0,0.9673561341158279
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,0.9475718705776714,toys_sh_015,single_specific,1.0,0.9754270793670031,1.0,0.9918090264556677
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,0.9475718705776714,toys_sh_029,single_specific,0.6666666666666666,0.7953870915770013,0.0,0.4873512527478893
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,0.9475718705776714,toys_sh_019,single_specific,0.5,0.0,0.0,0.16666666666666666
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,0.9475718705776714,toys_agg_031,aggregate_cross_paper,0.75,0.5031294736914459,1.0,0.7510431578971487
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,0.9475718705776714,toys_agg_015,aggregate_cross_paper,0.75,0.8285554054162471,1.0,0.8595184684720824
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,0.9475718705776714,toys_agg_026,aggregate_cross_paper,0.3333333333333333,0.5303283240408505,1.0,0.6212205524580613
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,0.9475718705776714,toys_agg_017,aggregate_cross_paper,0.3333333333333333,0.3622681663109015,0.75,0.48186716654807826
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,0.9475718705776714,toys_agg_008,aggregate_cross_paper,0.8,0.7380156917087816,1.0,0.8460052305695939
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,0.9475718705776714,toys_agg_009,aggregate_cross_paper,0.875,0.7920140660046352,1.0,0.8890046886682117
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,0.9475718705776714,toys_agg_019,aggregate_cross_paper,0.5714285714285714,0.5906677567547892,1.0,0.7206987760611202
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,0.9475718705776714,toys_edge_015,edge_multihop,0.0,0.0,0.0,0.0
