system_name,band,node_idx,edge_idx,text_idx,system_type,question_id,question_subtype,faithfulness,answer_relevance,context_relevance,composite_score
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_010,single_specific,0.0,0.9521517228807225,0.0,0.3173839076269075
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_011,single_specific,1.0,0.9781404547503962,1.0,0.9927134849167988
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_012,single_specific,1.0,0.9999996284420628,1.0,0.9999998761473542
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_013,single_specific,1.0,1.0,1.0,1.0
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_014,single_specific,1.0,0.8251332964945753,1.0,0.941711098831525
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_015,single_specific,1.0,0.957584221920872,1.0,0.9858614073069574
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_016,single_specific,1.0,0.8911786796649185,1.0,0.9637262265549729
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_017,single_specific,1.0,0.827528302959793,1.0,0.942509434319931
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_018,single_specific,1.0,0.9484625160073251,1.0,0.9828208386691083
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_019,single_specific,1.0,0.9999995752918599,1.0,0.9999998584306199
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_020,single_specific,0.75,0.9310027637545586,1.0,0.8936675879181862
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_021,single_specific,1.0,0.42230494989468886,1.0,0.8074349832982296
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_022,single_specific,1.0,0.0,0.0,0.3333333333333333
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_023,single_specific,1.0,0.8288183911349375,1.0,0.9429394637116458
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_024,single_specific,0.6666666666666666,0.9751990628040321,0.0,0.5472885764902329
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_025,single_specific,1.0,0.8607644186135808,1.0,0.9535881395378603
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_026,single_specific,0.0,0.9102472999652048,1.0,0.6367490999884016
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_027,single_specific,0.0,0.0,0.0,0.0
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_028,single_specific,1.0,0.9185879780274528,1.0,0.9728626593424843
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_029,single_specific,1.0,0.9684529546431399,1.0,0.9894843182143799
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_030,single_specific,1.0,0.9508322318642185,1.0,0.9836107439547396
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_031,single_specific,1.0,0.9183272934693166,0.0,0.6394424311564388
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_032,single_specific,0.8333333333333334,0.9568235256107167,1.0,0.9300522863146834
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_033,single_specific,0.5,0.0,0.0,0.16666666666666666
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_sh_034,single_specific,0.25,0.935947945516929,0.0,0.39531598183897626
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_000,aggregate_cross_paper,1.0,0.7807726023628142,1.0,0.9269242007876047
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_001,aggregate_cross_paper,0.5,0.9136973930025075,0.0,0.47123246433416915
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_002,aggregate_cross_paper,0.23076923076923078,0.93674446866524,0.0,0.3891712331448236
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_003,aggregate_cross_paper,0.75,0.7826402214541041,0.0,0.5108800738180347
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_004,aggregate_cross_paper,1.0,0.8988422624514064,1.0,0.9662807541504689
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_005,aggregate_cross_paper,1.0,0.8922435535296772,1.0,0.9640811845098924
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_006,aggregate_cross_paper,0.36363636363636365,0.7029693750692174,0.0,0.3555352462351937
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_007,aggregate_cross_paper,1.0,0.7484819076710747,1.0,0.9161606358903582
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_008,aggregate_cross_paper,1.0,0.8393092852781451,1.0,0.9464364284260484
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_009,aggregate_cross_paper,0.9285714285714286,0.9386112139926223,1.0,0.9557275475213504
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_010,aggregate_cross_paper,1.0,0.8432192044128763,1.0,0.9477397348042921
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_011,aggregate_cross_paper,0.6,0.8048929173441367,0.25,0.5516309724480456
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_012,aggregate_cross_paper,0.7692307692307693,0.8087354516656787,0.0,0.525988740298816
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_013,aggregate_cross_paper,1.0,0.8540563205565842,1.0,0.9513521068521947
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_014,aggregate_cross_paper,0.9230769230769231,0.6474002341277338,0.0,0.5234923857348857
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_015,aggregate_cross_paper,1.0,0.0,0.0,0.3333333333333333
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_016,aggregate_cross_paper,0.8333333333333334,0.6120256191183551,0.0,0.4817863174838961
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_017,aggregate_cross_paper,0.6,0.7912678681186422,0.5,0.6304226227062141
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_018,aggregate_cross_paper,0.9230769230769231,0.8450737090602028,0.0,0.5893835440457087
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_019,aggregate_cross_paper,0.8636363636363636,0.7956235302655302,1.0,0.8864199646339647
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_020,aggregate_cross_paper,1.0,0.7481864941290065,1.0,0.9160621647096688
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_021,aggregate_cross_paper,0.75,0.8888987064290054,1.0,0.8796329021430017
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_022,aggregate_cross_paper,0.7333333333333333,0.7795561654537962,0.0,0.5042964995957099
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_023,aggregate_cross_paper,0.5555555555555556,0.9014342247772952,0.0,0.4856632601109503
quintile_1_N8_E10c_T12a_community_based,quintile_1,N8,E10c,T12a,community_based,arxiv_agg_024,aggregate_cross_paper,0.4,0.0,1.0,0.4666666666666666
