question_id,question_subtype,split
arxiv_agg_070,aggregate_cross_paper,train
arxiv_agg_071,aggregate_cross_paper,test
arxiv_agg_072,aggregate_cross_paper,train
arxiv_agg_073,aggregate_cross_paper,train
arxiv_agg_074,aggregate_cross_paper,test
arxiv_agg_075,aggregate_cross_paper,test
arxiv_agg_076,aggregate_cross_paper,train
arxiv_agg_077,aggregate_cross_paper,train
arxiv_agg_078,aggregate_cross_paper,test
arxiv_agg_079,aggregate_cross_paper,test
arxiv_agg_080,aggregate_cross_paper,train
arxiv_agg_081,aggregate_cross_paper,train
arxiv_agg_082,aggregate_cross_paper,test
arxiv_agg_083,aggregate_cross_paper,train
arxiv_agg_084,aggregate_cross_paper,test
arxiv_agg_085,aggregate_cross_paper,train
arxiv_agg_086,aggregate_cross_paper,test
arxiv_agg_087,aggregate_cross_paper,test
arxiv_agg_088,aggregate_cross_paper,train
arxiv_agg_089,aggregate_cross_paper,test
arxiv_agg_090,aggregate_cross_paper,train
arxiv_agg_091,aggregate_cross_paper,test
arxiv_agg_092,aggregate_cross_paper,test
arxiv_agg_093,aggregate_cross_paper,train
arxiv_agg_094,aggregate_cross_paper,test
arxiv_agg_095,aggregate_cross_paper,train
arxiv_agg_096,aggregate_cross_paper,train
arxiv_agg_097,aggregate_cross_paper,test
arxiv_agg_098,aggregate_cross_paper,test
arxiv_agg_099,aggregate_cross_paper,test
arxiv_edge_000,edge_multihop,test
arxiv_edge_001,edge_multihop,test
arxiv_edge_002,edge_multihop,test
arxiv_edge_003,edge_multihop,test
arxiv_edge_004,edge_multihop,test
arxiv_edge_005,edge_multihop,train
arxiv_edge_006,edge_multihop,test
arxiv_edge_007,edge_multihop,test
arxiv_edge_008,edge_multihop,test
arxiv_edge_009,edge_multihop,train
arxiv_edge_010,edge_multihop,train
arxiv_edge_011,edge_multihop,test
arxiv_edge_012,edge_multihop,test
arxiv_edge_013,edge_multihop,test
arxiv_edge_014,edge_multihop,test
arxiv_edge_015,edge_multihop,train
arxiv_edge_016,edge_multihop,train
arxiv_edge_017,edge_multihop,train
arxiv_edge_018,edge_multihop,train
arxiv_edge_019,edge_multihop,train
arxiv_edge_020,edge_multihop,train
arxiv_edge_021,edge_multihop,test
arxiv_edge_022,edge_multihop,test
arxiv_edge_023,edge_multihop,train
arxiv_edge_024,edge_multihop,train
arxiv_edge_025,edge_multihop,train
arxiv_edge_026,edge_multihop,test
arxiv_edge_027,edge_multihop,test
arxiv_edge_028,edge_multihop,test
arxiv_edge_029,edge_multihop,train
arxiv_edge_030,edge_multihop,train
arxiv_edge_031,edge_multihop,test
arxiv_edge_032,edge_multihop,test
arxiv_edge_033,edge_multihop,test
arxiv_edge_034,edge_multihop,test
arxiv_edge_035,edge_multihop,test
arxiv_edge_036,edge_multihop,test
arxiv_edge_037,edge_multihop,train
arxiv_edge_038,edge_multihop,test
arxiv_edge_039,edge_multihop,train
arxiv_edge_040,edge_multihop,test
arxiv_edge_041,edge_multihop,test
arxiv_edge_042,edge_multihop,test
arxiv_edge_043,edge_multihop,test
arxiv_edge_044,edge_multihop,test
arxiv_edge_045,edge_multihop,train
arxiv_edge_046,edge_multihop,test
arxiv_edge_047,edge_multihop,test
arxiv_edge_048,edge_multihop,train
arxiv_edge_049,edge_multihop,train
arxiv_edge_050,edge_multihop,test
arxiv_edge_051,edge_multihop,test
arxiv_edge_052,edge_multihop,train
arxiv_edge_053,edge_multihop,train
arxiv_edge_054,edge_multihop,train
arxiv_edge_055,edge_multihop,train
arxiv_edge_056,edge_multihop,train
arxiv_edge_057,edge_multihop,train
arxiv_edge_058,edge_multihop,train
arxiv_edge_059,edge_multihop,train
arxiv_edge_060,edge_multihop,train
arxiv_edge_061,edge_multihop,test
arxiv_edge_062,edge_multihop,test
arxiv_edge_063,edge_multihop,train
arxiv_edge_064,edge_multihop,test
arxiv_edge_065,edge_multihop,train
arxiv_edge_066,edge_multihop,train
arxiv_edge_067,edge_multihop,train
arxiv_edge_068,edge_multihop,test
arxiv_edge_069,edge_multihop,test
arxiv_edge_070,edge_multihop,test
arxiv_edge_071,edge_multihop,test
arxiv_edge_072,edge_multihop,test
arxiv_edge_073,edge_multihop,train
arxiv_edge_074,edge_multihop,train
arxiv_edge_075,edge_multihop,train
arxiv_edge_076,edge_multihop,train
arxiv_edge_077,edge_multihop,test
arxiv_edge_078,edge_multihop,train
arxiv_edge_079,edge_multihop,train
arxiv_edge_080,edge_multihop,test
arxiv_edge_081,edge_multihop,train
arxiv_edge_082,edge_multihop,train
arxiv_edge_083,edge_multihop,train
arxiv_edge_084,edge_multihop,test
arxiv_edge_085,edge_multihop,train
arxiv_edge_086,edge_multihop,train
arxiv_edge_087,edge_multihop,train
arxiv_edge_088,edge_multihop,train
arxiv_edge_089,edge_multihop,train
arxiv_edge_090,edge_multihop,train
arxiv_edge_091,edge_multihop,test
arxiv_edge_092,edge_multihop,test
arxiv_edge_093,edge_multihop,train
arxiv_edge_094,edge_multihop,test
arxiv_edge_095,edge_multihop,test
arxiv_edge_096,edge_multihop,test
arxiv_edge_097,edge_multihop,test
arxiv_edge_098,edge_multihop,train
arxiv_edge_099,edge_multihop,train
arxiv_sh_000,single_specific,test
arxiv_sh_001,single_specific,test
arxiv_sh_002,single_specific,test
arxiv_sh_003,single_specific,train
arxiv_sh_004,single_specific,train
arxiv_sh_005,single_specific,train
arxiv_sh_006,single_specific,train
arxiv_sh_007,single_specific,train
arxiv_sh_008,single_specific,train
arxiv_sh_009,single_specific,train
arxiv_sh_010,single_specific,test
arxiv_sh_011,single_specific,train
arxiv_sh_012,single_specific,train
arxiv_sh_013,single_specific,train
arxiv_sh_014,single_specific,train
arxiv_sh_015,single_specific,test
arxiv_sh_016,single_specific,test
arxiv_sh_017,single_specific,test
arxiv_sh_018,single_specific,test
arxiv_sh_019,single_specific,test
arxiv_sh_020,single_specific,train
arxiv_sh_021,single_specific,train
arxiv_sh_022,single_specific,test
arxiv_sh_023,single_specific,test
arxiv_sh_024,single_specific,test
arxiv_sh_025,single_specific,train
arxiv_sh_026,single_specific,train
arxiv_sh_027,single_specific,test
arxiv_sh_028,single_specific,train
arxiv_sh_029,single_specific,test
arxiv_sh_030,single_specific,test
arxiv_sh_031,single_specific,test
arxiv_sh_032,single_specific,test
arxiv_sh_033,single_specific,train
arxiv_sh_034,single_specific,train
arxiv_sh_035,single_specific,test
arxiv_sh_036,single_specific,train
arxiv_sh_037,single_specific,test
arxiv_sh_038,single_specific,test
arxiv_sh_039,single_specific,test
arxiv_sh_040,single_specific,train
arxiv_sh_041,single_specific,test
arxiv_sh_042,single_specific,train
arxiv_sh_043,single_specific,test
arxiv_sh_044,single_specific,train
arxiv_sh_045,single_specific,train
arxiv_sh_046,single_specific,train
arxiv_sh_047,single_specific,train
arxiv_sh_048,single_specific,train
arxiv_sh_049,single_specific,test
arxiv_sh_050,single_specific,train
arxiv_sh_051,single_specific,test
arxiv_sh_052,single_specific,test
arxiv_sh_053,single_specific,train
arxiv_sh_054,single_specific,test
arxiv_sh_055,single_specific,test
arxiv_sh_056,single_specific,test
arxiv_sh_057,single_specific,train
arxiv_sh_058,single_specific,test
arxiv_sh_059,single_specific,train
arxiv_sh_060,single_specific,train
arxiv_sh_061,single_specific,train
arxiv_sh_062,single_specific,train
arxiv_sh_063,single_specific,test
arxiv_sh_064,single_specific,test
arxiv_sh_065,single_specific,train
arxiv_sh_066,single_specific,test
arxiv_sh_067,single_specific,test
arxiv_sh_068,single_specific,test
arxiv_sh_069,single_specific,test
arxiv_sh_070,single_specific,test
arxiv_sh_071,single_specific,train
arxiv_sh_072,single_specific,test
arxiv_sh_073,single_specific,test
arxiv_sh_074,single_specific,test
arxiv_sh_075,single_specific,train
arxiv_sh_076,single_specific,test
arxiv_sh_077,single_specific,train
arxiv_sh_078,single_specific,train
arxiv_sh_079,single_specific,test
arxiv_sh_080,single_specific,test
arxiv_sh_081,single_specific,train
arxiv_sh_082,single_specific,train
arxiv_sh_083,single_specific,train
arxiv_sh_084,single_specific,train
arxiv_sh_085,single_specific,train
arxiv_sh_086,single_specific,train
arxiv_sh_087,single_specific,train
arxiv_sh_088,single_specific,train
arxiv_sh_089,single_specific,test
arxiv_sh_090,single_specific,test
arxiv_sh_091,single_specific,test
arxiv_sh_092,single_specific,train
arxiv_sh_093,single_specific,train
arxiv_sh_094,single_specific,train
arxiv_sh_095,single_specific,test
arxiv_sh_096,single_specific,test
arxiv_sh_097,single_specific,test
arxiv_sh_098,single_specific,test
arxiv_sh_099,single_specific,train
