question_id,question_subtype,split
amazon_agg_050,aggregate_cross_paper,test
amazon_agg_051,aggregate_cross_paper,test
amazon_agg_052,aggregate_cross_paper,test
amazon_agg_053,aggregate_cross_paper,train
amazon_agg_054,aggregate_cross_paper,test
amazon_agg_055,aggregate_cross_paper,train
amazon_agg_056,aggregate_cross_paper,test
amazon_agg_057,aggregate_cross_paper,test
amazon_agg_058,aggregate_cross_paper,test
amazon_agg_059,aggregate_cross_paper,test
amazon_agg_060,aggregate_cross_paper,test
amazon_agg_061,aggregate_cross_paper,test
amazon_agg_062,aggregate_cross_paper,train
amazon_agg_063,aggregate_cross_paper,test
amazon_agg_064,aggregate_cross_paper,test
amazon_agg_065,aggregate_cross_paper,train
amazon_agg_066,aggregate_cross_paper,train
amazon_agg_067,aggregate_cross_paper,test
amazon_agg_068,aggregate_cross_paper,test
amazon_agg_069,aggregate_cross_paper,train
amazon_agg_070,aggregate_cross_paper,train
amazon_agg_071,aggregate_cross_paper,test
amazon_agg_072,aggregate_cross_paper,train
amazon_agg_073,aggregate_cross_paper,train
amazon_agg_074,aggregate_cross_paper,test
amazon_agg_075,aggregate_cross_paper,test
amazon_agg_076,aggregate_cross_paper,train
amazon_agg_077,aggregate_cross_paper,train
amazon_agg_078,aggregate_cross_paper,test
amazon_agg_079,aggregate_cross_paper,test
amazon_agg_080,aggregate_cross_paper,train
amazon_agg_081,aggregate_cross_paper,train
amazon_agg_082,aggregate_cross_paper,test
amazon_agg_083,aggregate_cross_paper,train
amazon_agg_084,aggregate_cross_paper,test
amazon_agg_085,aggregate_cross_paper,train
amazon_agg_086,aggregate_cross_paper,test
amazon_agg_087,aggregate_cross_paper,test
amazon_agg_088,aggregate_cross_paper,train
amazon_agg_089,aggregate_cross_paper,test
amazon_agg_090,aggregate_cross_paper,train
amazon_agg_091,aggregate_cross_paper,test
amazon_agg_092,aggregate_cross_paper,test
amazon_agg_093,aggregate_cross_paper,train
amazon_agg_094,aggregate_cross_paper,test
amazon_agg_095,aggregate_cross_paper,train
amazon_agg_096,aggregate_cross_paper,train
amazon_agg_097,aggregate_cross_paper,test
amazon_agg_098,aggregate_cross_paper,test
amazon_agg_099,aggregate_cross_paper,test
amazon_edge_000,edge_multihop,test
amazon_edge_001,edge_multihop,test
amazon_edge_002,edge_multihop,test
amazon_edge_003,edge_multihop,test
amazon_edge_004,edge_multihop,test
amazon_edge_005,edge_multihop,train
amazon_edge_006,edge_multihop,test
amazon_edge_007,edge_multihop,test
amazon_edge_008,edge_multihop,test
amazon_edge_009,edge_multihop,train
amazon_edge_010,edge_multihop,train
amazon_edge_011,edge_multihop,test
amazon_edge_012,edge_multihop,test
amazon_edge_013,edge_multihop,test
amazon_edge_014,edge_multihop,test
amazon_edge_015,edge_multihop,train
amazon_edge_016,edge_multihop,train
amazon_edge_017,edge_multihop,train
amazon_edge_018,edge_multihop,train
amazon_edge_019,edge_multihop,train
amazon_edge_020,edge_multihop,train
amazon_edge_021,edge_multihop,test
amazon_edge_022,edge_multihop,test
amazon_edge_023,edge_multihop,train
amazon_edge_024,edge_multihop,train
amazon_edge_025,edge_multihop,train
amazon_edge_026,edge_multihop,test
amazon_edge_027,edge_multihop,test
amazon_edge_028,edge_multihop,test
amazon_edge_029,edge_multihop,train
amazon_edge_030,edge_multihop,train
amazon_edge_031,edge_multihop,test
amazon_edge_032,edge_multihop,test
amazon_edge_033,edge_multihop,test
amazon_edge_034,edge_multihop,test
amazon_edge_035,edge_multihop,test
amazon_edge_036,edge_multihop,test
amazon_edge_037,edge_multihop,train
amazon_edge_038,edge_multihop,test
amazon_edge_039,edge_multihop,train
amazon_edge_040,edge_multihop,test
amazon_edge_041,edge_multihop,test
amazon_edge_042,edge_multihop,test
amazon_edge_043,edge_multihop,test
amazon_edge_044,edge_multihop,test
amazon_edge_045,edge_multihop,train
amazon_edge_046,edge_multihop,test
amazon_edge_047,edge_multihop,test
amazon_edge_048,edge_multihop,train
amazon_edge_049,edge_multihop,train
amazon_edge_050,edge_multihop,test
amazon_edge_051,edge_multihop,test
amazon_edge_052,edge_multihop,train
amazon_edge_053,edge_multihop,train
amazon_edge_054,edge_multihop,train
amazon_edge_055,edge_multihop,train
amazon_edge_056,edge_multihop,train
amazon_edge_057,edge_multihop,train
amazon_edge_058,edge_multihop,train
amazon_edge_059,edge_multihop,train
amazon_edge_060,edge_multihop,train
amazon_edge_061,edge_multihop,test
amazon_edge_062,edge_multihop,test
amazon_edge_063,edge_multihop,train
amazon_edge_064,edge_multihop,test
amazon_edge_065,edge_multihop,train
amazon_edge_066,edge_multihop,train
amazon_edge_067,edge_multihop,train
amazon_edge_068,edge_multihop,test
amazon_edge_069,edge_multihop,test
amazon_edge_070,edge_multihop,test
amazon_edge_071,edge_multihop,test
amazon_edge_072,edge_multihop,test
amazon_edge_073,edge_multihop,train
amazon_edge_074,edge_multihop,train
amazon_edge_075,edge_multihop,train
amazon_edge_076,edge_multihop,train
amazon_edge_077,edge_multihop,test
amazon_edge_078,edge_multihop,train
amazon_edge_079,edge_multihop,train
amazon_edge_080,edge_multihop,test
amazon_edge_081,edge_multihop,train
amazon_edge_082,edge_multihop,train
amazon_edge_083,edge_multihop,train
amazon_edge_084,edge_multihop,test
amazon_edge_085,edge_multihop,train
amazon_edge_086,edge_multihop,train
amazon_edge_087,edge_multihop,train
amazon_edge_088,edge_multihop,train
amazon_edge_089,edge_multihop,train
amazon_edge_090,edge_multihop,train
amazon_edge_091,edge_multihop,test
amazon_edge_092,edge_multihop,test
amazon_edge_093,edge_multihop,train
amazon_edge_094,edge_multihop,test
amazon_edge_095,edge_multihop,test
amazon_edge_096,edge_multihop,test
amazon_edge_097,edge_multihop,test
amazon_edge_098,edge_multihop,train
amazon_edge_099,edge_multihop,train
amazon_sh_000,single_specific,test
amazon_sh_001,single_specific,test
amazon_sh_002,single_specific,test
amazon_sh_003,single_specific,train
amazon_sh_004,single_specific,train
amazon_sh_005,single_specific,train
amazon_sh_006,single_specific,train
amazon_sh_007,single_specific,train
amazon_sh_008,single_specific,train
amazon_sh_009,single_specific,train
amazon_sh_010,single_specific,test
amazon_sh_011,single_specific,train
amazon_sh_012,single_specific,train
amazon_sh_013,single_specific,train
amazon_sh_014,single_specific,train
amazon_sh_015,single_specific,test
amazon_sh_016,single_specific,test
amazon_sh_017,single_specific,test
amazon_sh_018,single_specific,test
amazon_sh_019,single_specific,test
amazon_sh_020,single_specific,train
amazon_sh_021,single_specific,train
amazon_sh_022,single_specific,test
amazon_sh_023,single_specific,test
amazon_sh_024,single_specific,test
amazon_sh_025,single_specific,train
amazon_sh_026,single_specific,train
amazon_sh_027,single_specific,test
amazon_sh_028,single_specific,train
amazon_sh_029,single_specific,test
amazon_sh_030,single_specific,test
amazon_sh_031,single_specific,test
amazon_sh_032,single_specific,test
amazon_sh_033,single_specific,train
amazon_sh_034,single_specific,train
amazon_sh_035,single_specific,test
amazon_sh_036,single_specific,train
amazon_sh_037,single_specific,test
amazon_sh_038,single_specific,test
amazon_sh_039,single_specific,test
amazon_sh_040,single_specific,train
amazon_sh_041,single_specific,test
amazon_sh_042,single_specific,train
amazon_sh_043,single_specific,test
amazon_sh_044,single_specific,train
amazon_sh_045,single_specific,train
amazon_sh_046,single_specific,train
amazon_sh_047,single_specific,train
amazon_sh_048,single_specific,train
amazon_sh_049,single_specific,test
amazon_sh_050,single_specific,train
amazon_sh_051,single_specific,test
amazon_sh_052,single_specific,test
amazon_sh_053,single_specific,train
amazon_sh_054,single_specific,test
amazon_sh_055,single_specific,test
amazon_sh_056,single_specific,test
amazon_sh_057,single_specific,train
amazon_sh_058,single_specific,test
amazon_sh_059,single_specific,train
amazon_sh_060,single_specific,train
amazon_sh_061,single_specific,train
amazon_sh_062,single_specific,train
amazon_sh_063,single_specific,test
amazon_sh_064,single_specific,test
amazon_sh_065,single_specific,train
amazon_sh_066,single_specific,test
amazon_sh_067,single_specific,test
amazon_sh_068,single_specific,test
amazon_sh_069,single_specific,test
amazon_sh_070,single_specific,test
amazon_sh_071,single_specific,train
amazon_sh_072,single_specific,test
amazon_sh_073,single_specific,test
amazon_sh_074,single_specific,test
amazon_sh_075,single_specific,train
amazon_sh_076,single_specific,test
amazon_sh_077,single_specific,train
amazon_sh_078,single_specific,train
amazon_sh_079,single_specific,test
amazon_sh_080,single_specific,test
amazon_sh_081,single_specific,train
amazon_sh_082,single_specific,train
amazon_sh_083,single_specific,train
amazon_sh_084,single_specific,train
amazon_sh_085,single_specific,train
amazon_sh_086,single_specific,train
amazon_sh_087,single_specific,train
amazon_sh_088,single_specific,train
amazon_sh_089,single_specific,test
amazon_sh_090,single_specific,test
amazon_sh_091,single_specific,test
amazon_sh_092,single_specific,train
amazon_sh_093,single_specific,train
amazon_sh_094,single_specific,train
amazon_sh_095,single_specific,test
amazon_sh_096,single_specific,test
amazon_sh_097,single_specific,test
amazon_sh_098,single_specific,test
amazon_sh_099,single_specific,train
