variant,node_type,question_id,question_subtype,split,faithfulness,answer_relevance,context_relevance,composite,wall_time_seconds
N7_E10b_T12a,N7,amazon_edge_004,edge_multihop,test,1.0,0.0,0.0,0.3333333333333333,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_005,edge_multihop,train,0.8571428571428571,0.8978465013303082,0.0,0.5849964528243884,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_006,edge_multihop,test,1.0,0.0,0.0,0.3333333333333333,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_007,edge_multihop,test,0.5,0.0,0.0,0.1666666666666666,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_008,edge_multihop,test,1.0,0.0,0.0,0.3333333333333333,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_009,edge_multihop,train,1.0,0.0,0.0,0.3333333333333333,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_010,edge_multihop,train,1.0,0.9455789753467096,0.5,0.8151929917822365,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_011,edge_multihop,test,0.6666666666666666,0.8868432947100235,0.0,0.5178366537922301,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_012,edge_multihop,test,1.0,0.8905416113841753,0.5,0.7968472037947251,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_013,edge_multihop,test,0.8,0.8887625335356281,1.0,0.8962541778452094,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_014,edge_multihop,test,0.5,0.8648391014207495,0.75,0.7049463671402498,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_015,edge_multihop,train,0.6,0.0,0.0,0.1999999999999999,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_016,edge_multihop,train,1.0,0.0,0.0,0.3333333333333333,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_017,edge_multihop,train,0.8333333333333334,0.6861838104429271,0.0,0.5065057145920868,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_018,edge_multihop,train,1.0,0.8588676918738719,0.0,0.6196225639579573,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_019,edge_multihop,train,1.0,0.0,0.0,0.3333333333333333,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_020,edge_multihop,train,1.0,0.8858266660566135,0.5,0.7952755553522045,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_021,edge_multihop,test,1.0,0.8576116548960204,0.0,0.6192038849653402,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_022,edge_multihop,test,0.6666666666666666,0.8807057741448169,0.5,0.6824574802704945,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_023,edge_multihop,train,1.0,0.8354055843283535,0.75,0.8618018614427845,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_024,edge_multihop,train,1.0,0.857587250343979,0.0,0.6191957501146597,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_025,edge_multihop,train,0.5,0.8774196674029002,0.0,0.4591398891343001,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_026,edge_multihop,test,0.8333333333333334,0.0,0.0,0.2777777777777778,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_027,edge_multihop,test,0.6666666666666666,0.8777656327784785,0.5,0.6814774331483817,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_028,edge_multihop,test,1.0,0.0,0.75,0.5833333333333334,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_029,edge_multihop,train,1.0,0.8670326924047052,0.5,0.789010897468235,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_030,edge_multihop,train,1.0,0.9264934908850512,0.0,0.6421644969616837,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_031,edge_multihop,test,0.5,0.8602367062024382,0.25,0.5367455687341461,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_032,edge_multihop,test,1.0,0.0,0.0,0.3333333333333333,443.8211190700531
N7_E10b_T12a,N7,amazon_edge_033,edge_multihop,test,0.75,0.872806197239935,0.0,0.5409353990799783,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_035,single_specific,test,1.0,0.999999610272974,1.0,0.9999998700909914,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_036,single_specific,train,0.3333333333333333,0.8728258758737756,1.0,0.7353864030690364,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_037,single_specific,test,1.0,0.9039188647201378,1.0,0.9679729549067124,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_038,single_specific,test,0.5,0.6629005563824705,1.0,0.7209668521274901,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_039,single_specific,test,1.0,0.8811812611508986,0.5,0.7937270870502995,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_040,single_specific,train,1.0,0.8484987443720621,1.0,0.949499581457354,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_041,single_specific,test,1.0,0.9075110864840172,1.0,0.9691703621613392,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_042,single_specific,train,1.0,0.6159560414382266,1.0,0.8719853471460756,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_043,single_specific,test,1.0,0.8435882700463874,1.0,0.9478627566821292,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_044,single_specific,train,1.0,0.9425342809864328,0.5,0.8141780936621442,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_045,single_specific,train,1.0,0.906464395298367,1.0,0.9688214650994555,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_046,single_specific,train,1.0,0.9361754950309744,1.0,0.9787251650103248,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_047,single_specific,train,1.0,0.9815918692861384,1.0,0.9938639564287128,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_048,single_specific,train,1.0,0.8407020787625993,0.5,0.7802340262541998,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_049,single_specific,test,1.0,0.0,0.0,0.3333333333333333,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_050,single_specific,train,1.0,0.8989883244101627,0.0,0.6329961081367209,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_051,single_specific,test,1.0,0.9631746143350096,1.0,0.9877248714450032,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_052,single_specific,test,1.0,0.9174100215706552,1.0,0.9724700071902184,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_053,single_specific,train,0.0,0.9451905425340384,1.0,0.6483968475113461,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_054,single_specific,test,1.0,0.8106094816066932,1.0,0.936869827202231,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_055,single_specific,test,1.0,0.9138411418464591,1.0,0.9712803806154864,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_056,single_specific,test,1.0,0.8609030004352385,1.0,0.9536343334784128,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_057,single_specific,train,1.0,0.9668694022973032,1.0,0.9889564674324344,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_058,single_specific,test,1.0,0.9810816876264732,1.0,0.9936938958754912,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_059,single_specific,train,1.0,0.964072236317622,1.0,0.9880240787725408,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_060,single_specific,train,1.0,0.8104552589154165,0.0,0.6034850863051388,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_061,single_specific,train,1.0,0.8358173403581999,1.0,0.9452724467860666,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_062,single_specific,train,1.0,0.0,1.0,0.6666666666666666,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_063,single_specific,test,0.5,0.7488708401404212,1.0,0.7496236133801405,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_064,single_specific,test,1.0,0.6618483087948283,1.0,0.8872827695982761,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_065,single_specific,train,0.75,0.0,0.75,0.5,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_066,single_specific,test,1.0,0.9367189558557276,1.0,0.978906318618576,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_067,single_specific,test,1.0,0.8083321360504476,1.0,0.9361107120168158,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_068,single_specific,test,0.6666666666666666,0.8553572593379463,1.0,0.8406746420015376,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_069,single_specific,test,1.0,1.0,1.0,1.0,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_070,single_specific,test,0.5,0.6981452046632245,0.25,0.4827150682210748,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_071,single_specific,train,1.0,0.8259836114713569,1.0,0.941994537157119,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_072,single_specific,test,1.0,0.8253695317527424,1.0,0.9417898439175808,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_073,single_specific,test,0.5,0.9999996242803004,1.0,0.8333332080934334,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_074,single_specific,test,1.0,0.8825183907933352,1.0,0.9608394635977784,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_075,single_specific,train,1.0,0.9120739681583868,1.0,0.9706913227194622,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_076,single_specific,test,1.0,0.9143481788860948,1.0,0.9714493929620316,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_077,single_specific,train,1.0,0.9999997716801317,1.0,0.9999999238933772,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_078,single_specific,train,0.6666666666666666,0.9999996818035009,1.0,0.8888887828233892,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_079,single_specific,test,1.0,0.8138873617017942,1.0,0.937962453900598,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_080,single_specific,test,1.0,0.8259110738226405,0.0,0.6086370246075469,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_081,single_specific,train,0.8571428571428571,0.8435585251666395,0.75,0.8169004607698321,443.8211190700531
N7_E10b_T12a,N7,amazon_sh_082,single_specific,train,1.0,0.9999996641152576,1.0,0.9999998880384192,443.8211190700531
N7_E10b_T12b,N7,amazon_sh_000,single_specific,test,0.75,0.8558305567642056,1.0,0.8686101855880685,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_001,single_specific,test,0.75,0.8280802237139411,1.0,0.8593600745713137,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_002,single_specific,test,1.0,0.7876325801824163,1.0,0.9292108600608054,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_003,single_specific,train,1.0,1.0000000000000002,1.0,1.0,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_004,single_specific,train,0.0,0.9892656369063882,0.0,0.3297552123021294,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_005,single_specific,train,0.6666666666666666,0.0,0.0,0.2222222222222222,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_006,single_specific,train,1.0,0.7407613366286152,0.0,0.5802537788762051,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_007,single_specific,train,1.0,0.8304812466855305,0.5,0.7768270822285102,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_008,single_specific,train,1.0,0.891259779228788,1.0,0.9637532597429294,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_009,single_specific,train,0.5,0.797842215094494,0.0,0.4326140716981646,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_010,single_specific,test,1.0,0.9683544901346736,0.5,0.8227848300448911,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_011,single_specific,train,1.0,0.9414126641115916,1.0,0.9804708880371972,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_012,single_specific,train,1.0,0.9058889985837608,1.0,0.968629666194587,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_013,single_specific,train,1.0,0.8794796009980288,1.0,0.9598265336660096,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_014,single_specific,train,1.0,0.0,0.0,0.3333333333333333,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_015,single_specific,test,1.0,0.6475660224410497,1.0,0.8825220074803499,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_016,single_specific,test,1.0,0.9334718874052244,1.0,0.977823962468408,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_017,single_specific,test,1.0,0.87482147656701,1.0,0.9582738255223368,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_018,single_specific,test,1.0,0.9468633668243464,1.0,0.9822877889414487,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_019,single_specific,test,0.75,0.5288423159100011,1.0,0.7596141053033337,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_020,single_specific,train,1.0,0.9435916722471892,1.0,0.9811972240823964,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_021,single_specific,train,1.0,0.9367674307585664,1.0,0.978922476919522,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_022,single_specific,test,1.0,0.9999997105356648,0.0,0.6666665701785549,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_023,single_specific,test,1.0,0.8911322288131812,1.0,0.9637107429377272,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_024,single_specific,test,1.0,0.5775706004226163,1.0,0.8591902001408721,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_025,single_specific,train,1.0,0.958992727542372,1.0,0.9863309091807908,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_026,single_specific,train,1.0,0.8100556754772492,1.0,0.9366852251590831,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_027,single_specific,test,0.75,0.9146217719342796,1.0,0.8882072573114265,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_028,single_specific,train,1.0,0.0,0.0,0.3333333333333333,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_029,single_specific,test,1.0,0.0,0.0,0.3333333333333333,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_030,single_specific,test,0.5,0.9111840584043088,0.0,0.4703946861347696,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_031,single_specific,test,1.0,0.8297192140098049,0.5,0.7765730713366016,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_032,single_specific,test,0.5,0.8640401954042359,1.0,0.7880133984680787,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_033,single_specific,train,0.0,0.9277233116486812,0.0,0.3092411038828937,404.6110191345215
N7_E10b_T12b,N7,amazon_sh_034,single_specific,train,1.0,0.995740125978721,1.0,0.998580041992907,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_000,aggregate_cross_paper,train,1.0,0.7842836193419398,1.0,0.9280945397806466,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_001,aggregate_cross_paper,test,0.75,0.8208107927947775,1.0,0.8569369309315925,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_002,aggregate_cross_paper,test,0.6666666666666666,0.5571776980890548,1.0,0.7412814549185738,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_003,aggregate_cross_paper,test,0.6,0.8549312956019132,1.0,0.8183104318673043,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_004,aggregate_cross_paper,train,0.875,0.4718997416356272,1.0,0.7822999138785424,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_005,aggregate_cross_paper,train,0.75,0.4109781726712837,1.0,0.7203260575570946,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_006,aggregate_cross_paper,test,0.8,0.5468132338303484,1.0,0.7822710779434495,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_007,aggregate_cross_paper,train,1.0,0.5357720228659473,1.0,0.8452573409553157,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_008,aggregate_cross_paper,test,1.0,0.6965518556526153,1.0,0.8988506185508718,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_009,aggregate_cross_paper,train,0.3333333333333333,0.7975126522971256,0.5,0.5436153285434863,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_010,aggregate_cross_paper,train,1.0,0.657147922093233,1.0,0.8857159740310777,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_011,aggregate_cross_paper,train,0.625,0.6334309160725135,1.0,0.7528103053575045,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_012,aggregate_cross_paper,train,0.8,0.9081959409348368,0.5,0.7360653136449457,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_013,aggregate_cross_paper,train,0.6666666666666666,0.8946482952465966,0.75,0.7704383206377544,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_014,aggregate_cross_paper,test,0.5,0.6717237493610763,1.0,0.7239079164536921,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_015,aggregate_cross_paper,train,1.0,0.0,0.5,0.5,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_016,aggregate_cross_paper,train,1.0,0.8217048441400417,1.0,0.940568281380014,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_017,aggregate_cross_paper,test,1.0,0.3913844589731274,1.0,0.7971281529910424,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_018,aggregate_cross_paper,train,0.6666666666666666,0.7551383889876243,1.0,0.8072683518847636,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_019,aggregate_cross_paper,train,0.6666666666666666,0.7962009991696761,0.25,0.5709558886121142,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_020,aggregate_cross_paper,test,0.3333333333333333,0.410761194097812,0.5,0.4146981758103817,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_021,aggregate_cross_paper,test,0.6,0.5079763230104595,1.0,0.7026587743368199,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_022,aggregate_cross_paper,train,0.8571428571428571,0.8176878460818893,1.0,0.8916102344082488,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_023,aggregate_cross_paper,test,0.5,0.8587622804407167,1.0,0.7862540934802388,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_024,aggregate_cross_paper,test,0.0,0.8719279731421613,1.0,0.6239759910473871,404.6110191345215
N7_E10b_T12b,N7,amazon_agg_025,aggregate_cross_paper,train,0.75,0.4364613055666543,0.75,0.6454871018555514,404.6110191345215
